Year,RM,Winter Wheat,Canola,Spring Wheat,Mustard,Durum,Sunflowers,Oats,Lentils,Peas,Barley,Fall Rye,Canary Seed,Spring Rye,Tame Hay,Flax,Chickpeas
1984,319,NA,20,24.9,NA,27,NA,38,NA,NA,36.1,24,NA,NA,0.5,11.3,NA
1985,319,NA,12.5,22.4,NA,21.6,NA,30,NA,NA,36.7,10,NA,NA,0.75,10,NA
1986,319,NA,NA,39.2,NA,39.3,NA,65,NA,NA,65,25,NA,NA,1.5,22.1,NA
1987,319,NA,19,35.8,NA,32.6,NA,70,NA,NA,57.8,15,NA,NA,0.5,16.8,NA
1988,319,NA,14.2,13.2,NA,13.3,NA,40,NA,NA,28.8,7.5,NA,NA,0.38,10.5,NA
1989,319,NA,8,26.7,NA,26.7,NA,45,NA,NA,42.3,29,NA,NA,1,14.3,NA
1990,319,NA,NA,31.5,NA,28.5,NA,50,NA,NA,53.2,25,NA,NA,0.5,19,NA
1991,319,NA,NA,36.4,NA,28.1,NA,45,NA,NA,53.9,NA,NA,NA,1.5,15,NA
1992,319,NA,30,30.7,450,26,NA,40,802,37.2,56.5,21,1142,NA,0.75,19,NA
1993,319,NA,27.3,32.1,1102,39.6,600,90,607,40,55.6,30,849,NA,1,26.6,NA
1994,319,NA,25.5,35.4,1000,36.4,800,70,1205,30.6,59,30,1200,NA,1.2,23.9,NA
1995,319,25,17.7,28.3,1000,31.6,800,65,1149,20.8,46.2,25,953,NA,0.3,18,NA
1996,319,NA,27.1,37,1056,37.1,NA,85,1555,31.6,57.2,NA,1387,0,0.9,24.5,NA
1997,319,NA,20.5,33.6,1000,37.8,NA,62.5,1345.7,29.9,53.6,NA,976.1,NA,1,18.5,NA
1998,319,NA,19.8,31.6,1025,31.5,NA,NA,1082.8,22.4,51.1,NA,901.1,NA,NA,17.3,NA
1999,319,NA,28.9,41,979.8,42.2,NA,80.6,1524.6,46.6,62.5,NA,1125.5,NA,NA,31.6,NA
2000,319,NA,18.7,28.5,816,28.4,NA,49.1,1201.5,27.2,47.6,NA,1056,18,NA,18.5,NA
2001,319,NA,14.8,24.5,600,23.6,NA,49.9,638,16.9,36.7,NA,788,NA,NA,12.9,NA
2002,319,NA,8.7,10.8,379,9.5,NA,20,290,5.6,14.4,NA,246,NA,NA,8,NA
2003,319,30,12.3,24.5,654,23.1,NA,57.3,922,16.7,41.2,35.8,833,NA,NA,11.6,NA
2004,319,25,20.5,29.7,818,31.5,NA,43.8,1089,34,52.9,30.2,875,NA,NA,14.2,NA
2005,319,NA,24,37.5,680,43.3,NA,59.2,1100,42.8,52.9,NA,1056,NA,NA,20.3,NA
2006,319,NA,28.2,30.7,584,32.7,NA,43.2,1168,29,49.4,NA,880,NA,NA,20.8,NA
2007,319,NA,22,30.2,302,32.8,NA,68,1114,31.7,46.7,NA,849,NA,NA,NA,NA
2008,319,NA,27.8,37.8,NA,40.2,NA,NA,1567,37.6,64.5,NA,1170,NA,NA,NA,NA
2009,319,NA,31.8,36,NA,32.2,NA,NA,1392,29.2,55,NA,NA,NA,NA,NA,NA
2010,319,NA,29.7,31.1,1464,32.6,NA,NA,1030,29.1,49.7,32.9,593,NA,NA,17.4,NA
2011,319,53.2,30.3,33.9,1231,41.9,NA,NA,1262,24.2,48.5,NA,789,NA,NA,24.5,NA
2012,319,NA,22.7,29.2,576,33.3,NA,NA,997,19.6,37.2,NA,648,NA,NA,29.5,NA
2013,319,NA,40.1,45.5,1096,44.9,NA,NA,1839,41.7,73.5,NA,1138,NA,NA,34,NA
2014,319,NA,35.42,35.92,570.11,31.18,0,51.1,1226.53,29.3,54.17,NA,923.72,0,0,27.05,NA
2015,319,NA,33.56,36.83,1054.17,33.18,NA,NA,1320.79,24.3,54.63,NA,1056.03,NA,NA,32.22,NA
2016,319,NA,40.2,45.2,810,43.7,NA,NA,719,38.1,70.9,NA,1117,NA,NA,28.6,NA
2017,319,NA,40.22,45.17,1206.94,55.7,NA,NA,1880.62,40.8,73.27,NA,1678.97,NA,NA,26.39,NA
2018,319,NA,37.5,45.5,NA,55,NA,NA,1923,44,73.3,NA,1753,NA,NA,34,2057
2019,319,NA,37.9,48,NA,38.8,NA,NA,1656,41.5,66.6,NA,1490,NA,NA,21.8,NA
2020,319,NA,42.9,55.5,NA,57.8,NA,NA,1477,40.3,78.3,NA,1583,NA,NA,30.6,NA
2021,319,NA,15.9,24.4,357,16.5,NA,NA,842,16.3,19.6,NA,582,NA,NA,9.7,NA
2022,319,NA,27,38.4,NA,35.2,NA,NA,1210.3,27.8,56.4,NA,1181.7,NA,NA,14.1,NA
2023,319,NA,26.3,33.1,974.4,20.3,NA,NA,1364.7,24.7,41.8,NA,881.8,NA,NA,18.1,1825.4
2024,319,NA,34.2,52.4,NA,48.3,NA,NA,1100,28.9,74.3,NA,1673,NA,NA,27,2198
2025,319,NA,47.8,61.6,NA,62,NA,NA,2056,NA,93.3,NA,2080,NA,NA,43.3,3289
1938,320,NA,NA,14,NA,NA,NA,39,NA,NA,33,NA,NA,NA,NA,11,NA
1939,320,NA,NA,23,NA,NA,NA,41,NA,NA,25,NA,NA,NA,NA,11,NA
1940,320,NA,NA,25,NA,NA,NA,48,NA,NA,32,NA,NA,NA,NA,12,NA
1941,320,NA,NA,15,NA,NA,NA,32,NA,NA,25,NA,NA,NA,NA,10,NA
1942,320,NA,NA,26,NA,NA,NA,52,NA,NA,38,NA,NA,NA,NA,8,NA
1943,320,NA,NA,7,NA,NA,NA,18,NA,NA,16,NA,NA,NA,NA,5,NA
1944,320,NA,NA,8,NA,NA,NA,15,NA,NA,11,NA,NA,NA,NA,5,NA
1945,320,NA,NA,10,NA,NA,NA,18,NA,NA,15,NA,NA,NA,NA,4,NA
1946,320,NA,NA,14,NA,NA,NA,23,NA,NA,21,NA,NA,NA,NA,4,NA
1947,320,NA,NA,6,NA,NA,NA,11,NA,NA,10,6,NA,NA,NA,3,NA
1948,320,NA,NA,8,NA,NA,NA,17,NA,NA,17,6,NA,NA,NA,6,NA
1949,320,NA,NA,8,NA,NA,NA,20,NA,NA,16,6,NA,NA,NA,5,NA
1950,320,NA,NA,17,NA,NA,NA,34,NA,NA,35,8,NA,NA,NA,5,NA
1951,320,NA,NA,20,NA,NA,NA,33,NA,NA,30,7,NA,NA,NA,10,NA
1952,320,NA,NA,24,NA,NA,NA,45,NA,NA,34,13,NA,NA,NA,12,NA
1953,320,NA,NA,22,NA,NA,NA,41,NA,NA,33,16,NA,NA,NA,9,NA
1954,320,NA,NA,16,NA,NA,NA,36,NA,NA,27,12,NA,NA,NA,8,NA
1955,320,NA,NA,25,NA,NA,NA,42,NA,NA,36,16,NA,NA,NA,14,NA
1956,320,NA,NA,24,NA,NA,NA,42,NA,NA,37,10,NA,NA,NA,9,NA
1957,320,NA,NA,20,NA,NA,NA,35,NA,NA,31,10,NA,NA,NA,6,NA
1958,320,NA,NA,14,NA,NA,NA,26,NA,NA,23,6,NA,NA,NA,8,NA
1959,320,NA,NA,11,NA,NA,NA,22,NA,NA,17,13,NA,NA,NA,5,NA
1960,320,NA,NA,12,NA,NA,NA,24,NA,NA,19,10,NA,NA,NA,6,NA
1961,320,NA,NA,11,NA,NA,NA,22,NA,NA,18,NA,NA,NA,NA,6,NA
1962,320,NA,NA,15,NA,NA,NA,39,NA,NA,36,NA,NA,NA,NA,11,NA
1963,320,NA,NA,32,NA,NA,NA,54,NA,NA,42,NA,NA,NA,NA,16,NA
1964,320,NA,NA,15,NA,NA,NA,29,NA,NA,23,15,NA,NA,NA,9,NA
1965,320,NA,NA,23,NA,NA,NA,45,NA,NA,33,18,NA,NA,NA,10,NA
1966,320,NA,NA,31,NA,NA,NA,56,NA,NA,44,NA,NA,NA,NA,13,NA
1967,320,NA,NA,20,NA,NA,NA,32,NA,NA,26,NA,NA,NA,NA,8,NA
1968,320,NA,NA,20,NA,NA,NA,40,NA,NA,31,15,NA,NA,NA,10,NA
1969,320,NA,21,26,NA,NA,NA,52,NA,NA,40,NA,NA,NA,NA,13,NA
1970,320,NA,19,30,NA,31,NA,66,NA,NA,43,25,NA,NA,NA,18,NA
1971,320,NA,19,28,NA,26,NA,59,NA,NA,45,22,NA,NA,NA,17,NA
1972,320,NA,16,24,NA,22,NA,52,NA,NA,38,15,NA,NA,NA,15,NA
1973,320,NA,15,27,NA,26,NA,53,NA,NA,43,23,NA,NA,NA,14,NA
1974,320,NA,16,26,NA,24,NA,54,NA,NA,39,30,NA,NA,NA,5,NA
1975,320,NA,20,29,NA,27,NA,50,NA,NA,41,25,NA,NA,NA,13,NA
1976,320,NA,24,30,NA,32,NA,57,NA,NA,49,23,NA,NA,NA,14,NA
1977,320,NA,18,27,NA,28,NA,45,NA,NA,41,NA,NA,NA,NA,12,NA
1978,320,NA,18,28,NA,25,NA,49,NA,NA,38,20,NA,NA,NA,16,NA
1979,320,NA,21,31,NA,28,NA,58,NA,NA,46,NA,NA,NA,NA,17,NA
1980,320,NA,15,25,NA,25,NA,45,NA,NA,35,NA,NA,NA,NA,12,NA
1981,320,NA,22,35,NA,28,NA,67,NA,NA,45,NA,NA,NA,NA,17,NA
1982,320,NA,20,35,NA,33,NA,63,NA,NA,53,NA,NA,NA,NA,23,NA
1983,320,NA,18,31.3,NA,31.5,NA,48,NA,NA,46,NA,NA,NA,NA,17.8,NA
1984,320,NA,17.5,26.2,NA,23.7,NA,38.5,NA,NA,40,25,NA,NA,0.5,13.4,NA
1985,320,NA,19,21.7,NA,20.4,NA,31.5,NA,NA,30.3,15,NA,NA,0.75,11.3,NA
1986,320,NA,NA,38.5,NA,35.9,NA,60,NA,NA,58.6,20,NA,NA,2,21.7,NA
1987,320,NA,30,29.1,NA,23,NA,50,NA,NA,45.5,20,NA,NA,0.5,16,NA
1988,320,NA,13,14.8,NA,15,NA,28,NA,NA,26.6,7,NA,NA,0.25,10,NA
1989,320,NA,14,29.1,NA,29.7,NA,40,NA,NA,41.2,30,NA,NA,1.5,11.5,NA
1990,320,NA,10,30.4,NA,18.8,NA,20,NA,NA,42.5,20,NA,NA,0.5,18,NA
1991,320,NA,15,31.7,NA,32,NA,50,NA,NA,37.9,NA,NA,NA,1,15,NA
1992,320,NA,20.4,23.1,1500,35,NA,40,900,NA,46.7,21,1500,NA,1,19,NA
1993,320,NA,20,38.4,1225,39.2,NA,60,NA,NA,62,NA,1076,NA,1,NA,NA
1994,320,NA,19.7,34.4,1126,24.7,NA,40,1199,NA,52.7,42.1,753,NA,0.5,10,NA
1995,320,NA,14,30.7,535,25,NA,32.6,1100,11.3,49,31.1,500,NA,0.62,13.1,NA
1996,320,NA,22.1,38.8,1163,33.3,NA,43.7,NA,NA,45.5,36.6,1399,0,0.7,NA,NA
1997,320,NA,21,30.8,876.1,30.3,NA,43.5,1640.3,24,45.2,34.8,763.7,NA,0.5,17.6,NA
1998,320,NA,21,28.6,878.4,29.2,NA,47.5,1020,28.7,48.1,NA,684.7,NA,NA,15,NA
1999,320,NA,23.3,36.6,1045.2,34.2,NA,43.2,1101.4,30.8,53.3,NA,813.3,NA,NA,20,NA
2000,320,NA,13.3,25.8,705.9,25.8,NA,25,672.5,26,34.8,NA,568.2,NA,NA,10,NA
2001,320,NA,9.6,12.9,450,14.8,NA,10,227,7.5,23.4,NA,383,NA,NA,5.5,NA
2002,320,NA,5.1,5.2,349,7.3,NA,12.5,210,5.2,21,NA,312,NA,NA,10,NA
2003,320,NA,11.9,19.4,641,23.3,NA,45,857,19,32.3,NA,685,NA,NA,10,NA
2004,320,NA,44,34.6,1143,37.3,NA,59,950,NA,48.8,22.3,1166,NA,NA,NA,NA
2005,320,50,33.9,38.5,1063,41.1,NA,50,NA,32.1,52.6,50,999,NA,NA,27.5,NA
2006,320,30,25.7,28.1,1075,33.7,NA,45,1500,26.7,46.9,40,1133,NA,NA,19,1500
2007,320,32.5,17.3,28.1,207,29.1,NA,25,1200,23.7,31.3,35,963,NA,NA,19.5,1200
2008,320,50,30.4,32.9,1125,36.1,NA,NA,2100,34.5,57.3,35,1156,NA,NA,35,2100
2009,320,NA,28.8,31.7,NA,31.7,NA,29,NA,21.6,57.7,NA,953,NA,NA,NA,NA
2010,320,55.6,37.9,32.6,1065,32.5,NA,NA,1324,23.1,45.4,NA,870,NA,NA,29.8,NA
2011,320,56.1,34.4,36.6,1201,40.7,NA,NA,1626,32.2,53.5,NA,1210,NA,NA,21.1,NA
2012,320,35,20.4,26.4,821,30.2,NA,42,1070,29,39.9,NA,1059,NA,NA,12.7,NA
2013,320,NA,40.7,43.4,998,46.5,NA,30,1819,36.2,61.8,NA,1419,NA,NA,24.3,1800
2014,320,NA,34.81,34.25,1253.18,47.58,0,NA,1808.96,38,55.27,NA,1312.4,0,0,25.82,1980
2015,320,NA,29.81,25.9,821.36,20.9,NA,NA,1377.83,28.1,52.67,NA,969.41,NA,NA,16.68,1800
2016,320,NA,40,37.5,922,40.4,NA,NA,811,47.2,61.1,NA,1295,NA,NA,22.4,NA
2017,320,NA,32.35,39.49,NA,49.62,NA,NA,1404,38.3,57.64,NA,865.31,NA,NA,22.18,NA
2018,320,NA,35.1,39.5,900,49.9,NA,NA,1416,41.3,62.2,NA,1200,NA,NA,20.5,NA
2019,320,NA,21.8,30.8,500,25.5,NA,NA,1144,34.1,46.8,NA,750,NA,NA,19.2,NA
2020,320,NA,37.2,42.4,750,51.2,NA,99.9,1376,35.3,62.1,NA,1250,NA,NA,27.2,NA
2021,320,NA,15.6,22.9,NA,16.2,NA,NA,746,16.3,18.3,NA,9,NA,NA,NA,NA
2022,320,NA,34,46.7,NA,53.2,NA,NA,1532.7,31.5,70.1,NA,1272.1,NA,NA,23.7,NA
2023,320,NA,25.3,30.7,NA,24,NA,NA,1096,25.9,42.1,NA,694.4,NA,NA,NA,NA
2024,320,NA,31.8,41.2,NA,42.2,NA,NA,980,27.6,61,NA,1069,NA,NA,NA,NA
2025,320,NA,47.9,53.9,NA,56.9,NA,NA,2423,50.7,85.1,NA,1823,NA,NA,37.9,2801
1938,321,NA,NA,11,NA,NA,NA,37,NA,NA,20,NA,NA,NA,NA,NA,NA
1939,321,NA,NA,17,NA,NA,NA,41,NA,NA,40,NA,NA,NA,NA,10,NA
1940,321,NA,NA,25,NA,NA,NA,48,NA,NA,37,NA,NA,NA,NA,11,NA
1941,321,NA,NA,11,NA,NA,NA,29,NA,NA,23,NA,NA,NA,NA,8,NA
1942,321,NA,NA,25,NA,NA,NA,49,NA,NA,39,15,NA,NA,NA,9,NA
1943,321,NA,NA,11,NA,NA,NA,21,NA,NA,16,6,NA,NA,NA,6,NA
1944,321,NA,NA,8,NA,NA,NA,18,NA,NA,14,NA,NA,NA,NA,4,NA
1945,321,NA,NA,8,NA,NA,NA,17,NA,NA,12,9,NA,NA,NA,4,NA
1946,321,NA,NA,11,NA,NA,NA,22,NA,NA,17,11,NA,NA,NA,4,NA
1947,321,NA,NA,6,NA,NA,NA,8,NA,NA,9,8,NA,NA,NA,3,NA
1948,321,NA,NA,5,NA,NA,NA,7,NA,NA,7,9,NA,NA,NA,4,NA
1949,321,NA,NA,6,NA,NA,NA,15,NA,NA,14,5,NA,NA,NA,4,NA
1950,321,NA,NA,13,NA,NA,NA,31,NA,NA,21,7,NA,NA,NA,2,NA
1951,321,NA,NA,20,NA,NA,NA,39,NA,NA,33,12,NA,NA,NA,11,NA
1952,321,NA,NA,28,NA,NA,NA,54,NA,NA,43,18,NA,NA,NA,13,NA
1953,321,NA,NA,21,NA,NA,NA,34,NA,NA,32,20,NA,NA,NA,13,NA
1954,321,NA,NA,16,NA,NA,NA,32,NA,NA,24,14,NA,NA,NA,10,NA
1955,321,NA,NA,24,NA,NA,NA,44,NA,NA,38,18,NA,NA,NA,11,NA
1956,321,NA,NA,23,NA,NA,NA,37,NA,NA,36,14,NA,NA,NA,10,NA
1957,321,NA,NA,14,NA,NA,NA,20,NA,NA,20,7,NA,NA,NA,5,NA
1958,321,NA,NA,12,NA,NA,NA,26,NA,NA,21,8,NA,NA,NA,6,NA
1959,321,NA,NA,10,NA,NA,NA,23,NA,NA,19,8,NA,NA,NA,6,NA
1960,321,NA,NA,6,NA,NA,NA,13,NA,NA,12,5,NA,NA,NA,4,NA
1961,321,NA,NA,7,NA,NA,NA,15,NA,NA,12,5,NA,NA,NA,4,NA
1962,321,NA,NA,21,NA,NA,NA,47,NA,NA,36,NA,NA,NA,NA,8,NA
1963,321,NA,NA,34,NA,NA,NA,59,NA,NA,43,19,NA,NA,NA,18,NA
1964,321,NA,NA,16,NA,NA,NA,33,NA,NA,29,10,NA,NA,NA,8,NA
1965,321,NA,NA,23,NA,NA,NA,42,NA,NA,34,19,NA,NA,NA,14,NA
1966,321,NA,NA,30,NA,NA,NA,49,NA,NA,44,20,NA,NA,NA,16,NA
1967,321,NA,NA,22,NA,NA,NA,33,NA,NA,31,17,NA,NA,NA,7,NA
1968,321,NA,NA,20,NA,NA,NA,36,NA,NA,25,12,NA,NA,NA,10,NA
1969,321,NA,24,28,NA,NA,NA,51,NA,NA,41,15,NA,NA,NA,15,NA
1970,321,NA,21,30,NA,30,NA,60,NA,NA,46,24,NA,NA,NA,18,NA
1971,321,NA,15,23,NA,21,NA,48,NA,NA,38,17,NA,NA,NA,15,NA
1972,321,NA,17,22,NA,21,NA,44,NA,NA,34,18,NA,NA,NA,13,NA
1973,321,NA,18,27,NA,25,NA,53,NA,NA,40,18,NA,NA,NA,14,NA
1974,321,NA,NA,27,NA,25,NA,47,NA,NA,35,18,NA,NA,NA,13,NA
1975,321,NA,20,26,NA,25,NA,50,NA,NA,40,19,NA,NA,NA,16,NA
1976,321,NA,24,31,NA,32,NA,63,NA,NA,47,25,NA,NA,NA,15,NA
1977,321,NA,19,25,NA,22,NA,46,NA,NA,38,17,NA,NA,NA,15,NA
1978,321,NA,16,23,NA,25,NA,38,NA,NA,43,19,NA,NA,NA,14,NA
1979,321,NA,20,28,NA,23,NA,60,NA,NA,40,NA,NA,NA,NA,17,NA
1980,321,NA,15,20,NA,23,NA,42,NA,NA,32,18,NA,NA,NA,13,NA
1981,321,NA,25,32,NA,30,NA,48,NA,NA,47,NA,NA,NA,NA,17,NA
1982,321,NA,NA,36,NA,39,NA,78,NA,NA,59,NA,NA,NA,NA,25,NA
1983,321,NA,21.5,30.7,NA,30.4,NA,58.4,NA,NA,47.6,35,NA,NA,NA,19.3,NA
1984,321,NA,14,21.7,NA,25,NA,37.5,NA,NA,35.5,24,NA,NA,0.5,11.5,NA
1985,321,NA,9,21.8,NA,18,NA,32.5,NA,NA,31.6,18,NA,NA,0.75,7,NA
1986,321,NA,20.5,35.7,NA,36.5,NA,72.5,NA,NA,58,30,NA,NA,1.5,19,NA
1987,321,NA,20,23.4,NA,23,NA,70,NA,NA,37,20,NA,NA,0.5,14,NA
1988,321,NA,14,11.7,NA,9,NA,24,NA,NA,19.6,5,NA,NA,0.25,12.5,NA
1989,321,NA,9.3,19.3,NA,18.6,NA,40,NA,NA,23,29,NA,NA,0.5,9.5,NA
1990,321,NA,NA,14.3,NA,14.2,NA,25,NA,NA,36.2,18,NA,NA,0.4,7,NA
1991,321,NA,NA,26.5,NA,30.3,NA,50,NA,NA,33.7,10,NA,NA,1,14,NA
1992,321,NA,NA,28.2,500,31.2,NA,50,NA,NA,54.4,21,1250,NA,0.5,18,NA
1993,321,NA,20,41,1644,42.5,750,60,NA,50,60.7,NA,1255,NA,NA,28,NA
1994,321,NA,25.1,29.1,1211,32.8,NA,75,NA,25,48,NA,1102,NA,NA,22.5,NA
1995,321,NA,19.6,23.3,666,26.4,NA,50,NA,NA,36,NA,473,NA,0.5,25,NA
1996,321,NA,20,40.3,1199,35.2,NA,51.7,NA,NA,57.7,NA,1329,0,0.7,24,NA
1997,321,NA,15.4,28.4,612.8,29.1,NA,55,NA,NA,43.4,NA,NA,NA,NA,13.1,NA
1998,321,NA,21.3,30.5,986.3,31.1,NA,45,1190,38.7,38.8,NA,935.5,NA,NA,22,NA
1999,321,NA,30.8,32.3,1271,37.6,NA,52.5,965.6,39.4,55.2,NA,1003,NA,NA,21,NA
2000,321,NA,21.3,30.7,875.7,30.3,NA,55,1081.2,20.8,43.9,NA,707.7,NA,NA,17.5,NA
2001,321,NA,3.3,15.4,NA,18.2,NA,30,415,8.1,26.7,NA,NA,NA,NA,16.5,NA
2002,321,NA,15,6.7,250,6.8,NA,15.5,NA,NA,15.4,NA,NA,NA,NA,12.5,NA
2003,321,NA,10.5,18.8,570,19,NA,22.5,683,15.5,23.8,NA,458,NA,NA,10,NA
2004,321,NA,25.9,37,1414,43.2,NA,73.7,1237,21.8,57.8,NA,1033,NA,NA,25,NA
2005,321,NA,29.6,38.3,1195,41.2,NA,60,1225,37.9,55.5,NA,1151,NA,NA,24.8,NA
2006,321,NA,18.5,26.5,NA,30.9,NA,30,600,22.9,49.5,NA,780,NA,NA,6.7,NA
2007,321,NA,22.9,33.4,812,30.5,NA,41.3,630,31.9,39.5,NA,927,NA,NA,20.3,NA
2008,321,NA,36.8,38.1,1315,34.7,NA,37.5,1800,34.4,56.1,NA,986,NA,NA,27,NA
2009,321,NA,22,26.4,500,25,NA,50,466,16.8,46.4,NA,750,NA,NA,17.5,NA
2010,321,NA,29.8,34.7,805,35.9,NA,NA,1327,33.6,48.4,NA,1504,NA,NA,NA,NA
2011,321,NA,35.6,38.4,1528,38.1,NA,NA,1699,42.4,51.9,NA,1149,NA,NA,27,NA
2012,321,NA,18.7,27.4,NA,32,NA,NA,958,26,30.9,NA,NA,NA,NA,NA,NA
2013,321,35,38.2,42.1,NA,41.9,NA,50.6,2263,42.6,56.8,NA,1277,NA,NA,23.7,NA
2014,321,NA,34.06,41.67,NA,40.13,0,28.08,1628.85,39,48.32,NA,524.69,0,0,23.58,NA
2015,321,35,30.43,26.63,NA,33.22,NA,70,1204.25,25.5,65.57,NA,NA,NA,NA,24.54,NA
2016,321,NA,40.7,42.9,1020,38.3,NA,55,569,36.4,59.6,NA,NA,NA,NA,27,NA
2017,321,NA,24.91,35.87,NA,38.29,NA,NA,1243.17,25.6,48.34,NA,899.97,NA,NA,13.73,NA
2018,321,NA,32.1,43,NA,43.5,NA,NA,1951,31.4,61.5,NA,NA,NA,NA,32.5,NA
2019,321,NA,19.7,34.5,NA,29.7,NA,44.9,1127,26.2,45.7,NA,NA,NA,NA,15,NA
2020,321,NA,31.9,48.5,NA,47.5,NA,NA,1432,37.7,52.8,NA,NA,NA,NA,26.3,NA
2021,321,NA,16.5,26.8,NA,19.3,NA,14.6,906,20.4,29.5,NA,NA,NA,NA,17.9,NA
2022,321,NA,37.6,46.2,NA,51.5,NA,NA,1640.2,34.1,66.6,NA,NA,NA,NA,NA,NA
2023,321,NA,29.8,37.3,848.8,34.1,NA,39.3,1362.5,35.1,37.9,NA,NA,NA,NA,NA,NA
2024,321,NA,26.7,41.6,721,40.1,NA,NA,1179,32.7,61.7,NA,NA,NA,NA,NA,NA
2025,321,NA,49.5,59.9,NA,63.7,NA,NA,1940,47.1,107.5,NA,NA,NA,NA,34.6,NA
1938,322,NA,NA,9,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
1939,322,NA,NA,13,NA,NA,NA,32,NA,NA,40,NA,NA,NA,NA,8,NA
1940,322,NA,NA,18,NA,NA,NA,37,NA,NA,26,NA,NA,NA,NA,8,NA
1941,322,NA,NA,6,NA,NA,NA,11,NA,NA,9,NA,NA,NA,NA,4,NA
1942,322,NA,NA,21,NA,NA,NA,47,NA,NA,38,7,NA,NA,NA,8,NA
1943,322,NA,NA,9,NA,NA,NA,17,NA,NA,14,5,NA,NA,NA,5,NA
1944,322,NA,NA,7,NA,NA,NA,22,NA,NA,15,4,NA,NA,NA,5,NA
1945,322,NA,NA,6,NA,NA,NA,14,NA,NA,11,7,NA,NA,NA,4,NA
1946,322,NA,NA,8,NA,NA,NA,22,NA,NA,18,9,NA,NA,NA,5,NA
1947,322,NA,NA,5,NA,NA,NA,8,NA,NA,10,6,NA,NA,NA,3,NA
1948,322,NA,NA,5,NA,NA,NA,9,NA,NA,6,7,NA,NA,NA,2,NA
1949,322,NA,NA,6,NA,NA,NA,33,NA,NA,23,8,NA,NA,NA,10,NA
1950,322,NA,NA,11,NA,NA,NA,33,NA,NA,23,7,NA,NA,NA,NA,NA
1951,322,NA,NA,20,NA,NA,NA,38,NA,NA,39,6,NA,NA,NA,10,NA
1952,322,NA,NA,23,NA,NA,NA,38,NA,NA,33,13,NA,NA,NA,13,NA
1953,322,NA,NA,19,NA,NA,NA,38,NA,NA,30,14,NA,NA,NA,11,NA
1954,322,NA,NA,17,NA,NA,NA,45,NA,NA,25,15,NA,NA,NA,15,NA
1955,322,NA,NA,20,NA,NA,NA,40,NA,NA,37,10,NA,NA,NA,15,NA
1956,322,NA,NA,23,NA,NA,NA,48,NA,NA,35,10,NA,NA,NA,12,NA
1957,322,NA,NA,7,NA,NA,NA,15,NA,NA,19,3,NA,NA,NA,4,NA
1958,322,NA,NA,11,NA,NA,NA,28,NA,NA,19,8,NA,NA,NA,7,NA
1959,322,NA,NA,8,NA,NA,NA,22,NA,NA,14,7,NA,NA,NA,5,NA
1960,322,NA,NA,4,NA,NA,NA,23,NA,NA,9,NA,NA,NA,NA,6,NA
1961,322,NA,NA,5,NA,NA,NA,16,NA,NA,16,NA,NA,NA,NA,5,NA
1962,322,NA,NA,17,NA,NA,NA,37,NA,NA,31,NA,NA,NA,NA,11,NA
1963,322,NA,NA,32,NA,NA,NA,58,NA,NA,45,NA,NA,NA,NA,20,NA
1964,322,NA,NA,16,NA,NA,NA,31,NA,NA,28,20,NA,NA,NA,10,NA
1965,322,NA,NA,23,NA,NA,NA,50,NA,NA,35,15,NA,NA,NA,10,NA
1966,322,NA,NA,29,NA,NA,NA,58,NA,NA,50,15,NA,NA,NA,15,NA
1967,322,NA,NA,20,NA,NA,NA,37,NA,NA,28,NA,NA,NA,NA,10,NA
1968,322,NA,NA,20,NA,NA,NA,38,NA,NA,32,NA,NA,NA,NA,10,NA
1969,322,NA,NA,25,NA,NA,NA,44,NA,NA,35,NA,NA,NA,NA,14,NA
1970,322,NA,20,30,NA,31,NA,60,NA,NA,45,NA,NA,NA,NA,18,NA
1971,322,NA,15,22,NA,19,NA,45,NA,NA,33,17,NA,NA,NA,15,NA
1972,322,NA,NA,21,NA,23,NA,38,NA,NA,30,NA,NA,NA,NA,13,NA
1973,322,NA,25,28,NA,30,NA,35,NA,NA,39,25,NA,NA,NA,20,NA
1974,322,NA,NA,28,NA,25,NA,60,NA,NA,45,15,NA,NA,NA,NA,NA
1975,322,NA,NA,28,NA,27,NA,60,NA,NA,40,NA,NA,NA,NA,NA,NA
1976,322,NA,NA,25,NA,25,NA,45,NA,NA,40,20,NA,NA,NA,15,NA
1977,322,NA,10,20,NA,16,NA,35,NA,NA,35,NA,NA,NA,NA,7,NA
1978,322,NA,NA,20,NA,15,NA,40,NA,NA,50,NA,NA,NA,NA,NA,NA
1979,322,NA,NA,27,NA,26,NA,45,NA,NA,41,NA,NA,NA,NA,14,NA
1980,322,NA,NA,19,NA,18,NA,30,NA,NA,32,NA,NA,NA,NA,12,NA
1981,322,NA,NA,28,NA,27,NA,52,NA,NA,47,NA,NA,NA,NA,18,NA
1982,322,NA,NA,37,NA,37,NA,60,NA,NA,53,NA,NA,NA,NA,18,NA
1983,322,NA,20,29.2,NA,30.3,NA,50,NA,NA,45,25,NA,NA,NA,24,NA
1984,322,NA,14,22,NA,20.8,NA,30,NA,NA,35.5,24,NA,NA,0.5,7.5,NA
1985,322,NA,16,18,NA,16.8,NA,30,NA,NA,25.7,18,NA,NA,1.5,5,NA
1986,322,NA,20,30,NA,30,NA,55,NA,NA,50,20,NA,NA,1,17,NA
