Risk_Zone,Crop,Variety,Year,Acres,Yield
11,Wheat - Hard Red Spring,BOUNTY CDC,2023,445,41.6
11,Wheat - Hard Red Spring,BOUNTY CDC,2024,1305,36.9
11,Wheat - Hard Red Spring,BOUNTY CDC,2025,910,44.1
11,Wheat - Hard Red Spring,BRANDON AAC,2021,97776,39.1
11,Wheat - Hard Red Spring,BRANDON AAC,2022,104046,51.7
11,Wheat - Hard Red Spring,BRANDON AAC,2023,99921,57.7
11,Wheat - Hard Red Spring,BRANDON AAC,2024,64515,55.3
11,Wheat - Hard Red Spring,BRANDON AAC,2025,60728,57.3
11,Wheat - Hard Red Spring,BROADACRES AAC,2021,,
11,Wheat - Hard Red Spring,BROADACRES AAC,2022,,
11,Wheat - Hard Red Spring,BROADACRES AAC,2023,2155,57.2
11,Wheat - Hard Red Spring,BROADACRES AAC,2024,4618,51.2
11,Wheat - Hard Red Spring,BROADACRES AAC,2025,8229,55.1
11,Wheat - Hard Red Spring,CAMERON AAC,2021,702,41.2
11,Wheat - Hard Red Spring,CAMERON AAC,2022,1499,44.2
11,Wheat - Hard Red Spring,CAMERON AAC,2023,1202,47.7
11,Wheat - Hard Red Spring,CAMERON AAC,2024,2032,37.2
11,Wheat - Hard Red Spring,CAMERON AAC,2025,1372,36.9
11,Wheat - Hard Red Spring,CARBERRY,2021,6064,37.8
11,Wheat - Hard Red Spring,CARBERRY,2022,5394,44.3
11,Wheat - Hard Red Spring,CARBERRY,2023,4893,40.0
11,Wheat - Hard Red Spring,CARBERRY,2024,2074,42.0
11,Wheat - Hard Red Spring,CARBERRY,2025,1798,32.3
11,Wheat - Hard Red Spring,CARDALE,2021,1627,34.5
11,Wheat - Hard Red Spring,CARDALE,2022,2781,51.6
11,Wheat - Hard Red Spring,CARDALE,2023,1346,49.3
11,Wheat - Hard Red Spring,CARDALE,2024,1763,47.0
11,Wheat - Hard Red Spring,CARDALE,2025,790,48.6
11,Wheat - Hard Red Spring,ELIE AAC,2021,9929,51.3
11,Wheat - Hard Red Spring,ELIE AAC,2022,12546,69.6
11,Wheat - Hard Red Spring,ELIE AAC,2023,17205,72.3
11,Wheat - Hard Red Spring,ELIE AAC,2024,8598,64.9
11,Wheat - Hard Red Spring,ELIE AAC,2025,12042,66.0
11,Wheat - Hard Red Spring,GLENN,2021,4040,36.4
11,Wheat - Hard Red Spring,GLENN,2022,6216,49.5
11,Wheat - Hard Red Spring,GLENN,2023,6648,45.4
11,Wheat - Hard Red Spring,GLENN,2024,3732,47.6
11,Wheat - Hard Red Spring,GLENN,2025,1418,56.7
11,Wheat - Hard Red Spring,HOCKLEY AAC,2021,,
11,Wheat - Hard Red Spring,HOCKLEY AAC,2022,,
11,Wheat - Hard Red Spring,HOCKLEY AAC,2023,7001,60.4
11,Wheat - Hard Red Spring,HOCKLEY AAC,2024,18289,59.3
11,Wheat - Hard Red Spring,HOCKLEY AAC,2025,29771,62.8
11,Wheat - Hard Red Spring,HODGE AAC VB,2021,,
11,Wheat - Hard Red Spring,HODGE AAC VB,2022,,
11,Wheat - Hard Red Spring,HODGE AAC VB,2023,20178,59.0
11,Wheat - Hard Red Spring,HODGE AAC VB,2024,56245,60.8
11,Wheat - Hard Red Spring,HODGE AAC VB,2025,72361,61.3
11,Wheat - Hard Red Spring,HUGHES CDC VB,2021,6219,32.4
11,Wheat - Hard Red Spring,HUGHES CDC VB,2022,7529,54.2
11,Wheat - Hard Red Spring,HUGHES CDC VB,2023,4377,41.8
11,Wheat - Hard Red Spring,HUGHES CDC VB,2024,4643,46.1
11,Wheat - Hard Red Spring,HUGHES CDC VB,2025,5400,61.1
11,Wheat - Hard Red Spring,LANDMARK CDC,2021,51803,36.5
11,Wheat - Hard Red Spring,LANDMARK CDC,2022,65175,57.5
11,Wheat - Hard Red Spring,LANDMARK CDC,2023,44535,53.1
11,Wheat - Hard Red Spring,LANDMARK CDC,2024,28788,55.3
11,Wheat - Hard Red Spring,LANDMARK CDC,2025,14736,58.5
11,Wheat - Hard Red Spring,LEROY AAC VB,2021,460,48.5
11,Wheat - Hard Red Spring,LEROY AAC VB,2022,3172,58.7
11,Wheat - Hard Red Spring,LEROY AAC VB,2023,2310,57.4
11,Wheat - Hard Red Spring,LEROY AAC VB,2024,1153,55.9
11,Wheat - Hard Red Spring,LEROY AAC VB,2025,996,48.5
11,Wheat - Hard Red Spring,MANNESS SY,2021,,
11,Wheat - Hard Red Spring,MANNESS SY,2022,,
11,Wheat - Hard Red Spring,MANNESS SY,2023,1148,60.6
11,Wheat - Hard Red Spring,MANNESS SY,2024,,
11,Wheat - Hard Red Spring,MANNESS SY,2025,1808,59.7
11,Wheat - Hard Red Spring,PLENTIFUL CDC,2021,2089,26.6
11,Wheat - Hard Red Spring,PLENTIFUL CDC,2022,1663,34.2
11,Wheat - Hard Red Spring,PLENTIFUL CDC,2023,924,33.8
11,Wheat - Hard Red Spring,PLENTIFUL CDC,2024,526,38.1
11,Wheat - Hard Red Spring,PLENTIFUL CDC,2025,2099,41.4
11,Wheat - Hard Red Spring,RUSSELL AAC VB,2021,,
11,Wheat - Hard Red Spring,RUSSELL AAC VB,2022,712,59.4
11,Wheat - Hard Red Spring,RUSSELL AAC VB,2023,4986,53.8
11,Wheat - Hard Red Spring,RUSSELL AAC VB,2024,2031,58.4
11,Wheat - Hard Red Spring,RUSSELL AAC VB,2025,5457,67.1
11,Wheat - Hard Red Spring,SHAW,2021,1955,26.0
11,Wheat - Hard Red Spring,SHAW,2022,1605,37.3
11,Wheat - Hard Red Spring,SHAW,2023,2041,46.3
11,Wheat - Hard Red Spring,SHAW,2024,,
11,Wheat - Hard Red Spring,SHAW,2025,1124,44.3
11,Wheat - Hard Red Spring,STANLEY CDC,2021,1410,30.4
11,Wheat - Hard Red Spring,STANLEY CDC,2022,2410,43.8
11,Wheat - Hard Red Spring,STANLEY CDC,2023,895,45.5
11,Wheat - Hard Red Spring,STANLEY CDC,2024,,
11,Wheat - Hard Red Spring,STANLEY CDC,2025,605,68.0
11,Wheat - Hard Red Spring,STARBUCK AAC VB,2021,4929,42.9
11,Wheat - Hard Red Spring,STARBUCK AAC VB,2022,39860,57.2
11,Wheat - Hard Red Spring,STARBUCK AAC VB,2023,90489,59.5
11,Wheat - Hard Red Spring,STARBUCK AAC VB,2024,119943,58.3
11,Wheat - Hard Red Spring,STARBUCK AAC VB,2025,131465,61.6
11,Wheat - Hard Red Spring,TITANIUM VB CDC,2021,4467,35.2
11,Wheat - Hard Red Spring,TITANIUM VB CDC,2022,5463,49.7
11,Wheat - Hard Red Spring,TITANIUM VB CDC,2023,3840,43.5
11,Wheat - Hard Red Spring,TITANIUM VB CDC,2024,2622,44.3
11,Wheat - Hard Red Spring,TITANIUM VB CDC,2025,2850,47.7
11,Wheat - Hard Red Spring,UTMOST CDC,2021,2569,31.2
11,Wheat - Hard Red Spring,UTMOST CDC,2022,2325,49.2
11,Wheat - Hard Red Spring,UTMOST CDC,2023,2691,45.8
11,Wheat - Hard Red Spring,UTMOST CDC,2024,4679,58.3
11,Wheat - Hard Red Spring,UTMOST CDC,2025,2151,56.4
11,Wheat - Hard Red Spring,VIEWFIELD AAC,2021,26874,44.0
11,Wheat - Hard Red Spring,VIEWFIELD AAC,2022,55493,65.1
11,Wheat - Hard Red Spring,VIEWFIELD AAC,2023,41017,61.8
11,Wheat - Hard Red Spring,VIEWFIELD AAC,2024,35404,59.2
11,Wheat - Hard Red Spring,VIEWFIELD AAC,2025,29958,63.5
11,Wheat - Hard Red Spring,WHEATLAND VB AAC,2021,3384,44.2
11,Wheat - Hard Red Spring,WHEATLAND VB AAC,2022,16073,56.1
11,Wheat - Hard Red Spring,WHEATLAND VB AAC,2023,36581,56.4
11,Wheat - Hard Red Spring,WHEATLAND VB AAC,2024,59094,55.0
11,Wheat - Hard Red Spring,WHEATLAND VB AAC,2025,65952,60.4
11,Wheat - Winter,WILDFIRE AAC,2021,,
11,Wheat - Winter,WILDFIRE AAC,2022,628,45.9
11,Wheat - Winter,WILDFIRE AAC,2023,,
11,Wheat - Winter,WILDFIRE AAC,2024,,
11,Wheat - Winter,WILDFIRE AAC,2025,580,105.1
11,Canary Seed,KEET,2021,3609,1369
11,Canary Seed,KEET,2022,1373,2035
11,Canary Seed,KEET,2023,2419,1479
11,Canary Seed,KEET,2024,1751,1764
11,Canary Seed,KEET,2025,3122,2011
11,Canary Seed,LUMIO CDC,2021,,
11,Canary Seed,LUMIO CDC,2022,,
11,Canary Seed,LUMIO CDC,2023,,
11,Canary Seed,LUMIO CDC,2024,,
11,Canary Seed,LUMIO CDC,2025,2127,1715
11,Lentils - Large Green,GRIMM CDC,2021,,
11,Lentils - Large Green,GRIMM CDC,2022,,
11,Lentils - Large Green,GRIMM CDC,2023,,
11,Lentils - Large Green,GRIMM CDC,2024,,
11,Lentils - Large Green,GRIMM CDC,2025,1307,1761
11,Lentils - Large Green,LAIRD,2021,,
11,Lentils - Large Green,LAIRD,2022,,
11,Lentils - Large Green,LAIRD,2023,,
11,Lentils - Large Green,LAIRD,2024,,
11,Lentils - Large Green,LAIRD,2025,555,1687
11,Lentils - Large Green,LIMA CDC,2021,,
11,Lentils - Large Green,LIMA CDC,2022,,
11,Lentils - Large Green,LIMA CDC,2023,,
11,Lentils - Large Green,LIMA CDC,2024,1041,1340
11,Lentils - Large Green,LIMA CDC,2025,2645,1365
11,Lentils,- Other IMVINCIBLE CDC CL,2021,,
11,Lentils,- Other IMVINCIBLE CDC CL,2022,,
11,Lentils,- Other IMVINCIBLE CDC CL,2023,,
11,Lentils,- Other IMVINCIBLE CDC CL,2024,571,1501
11,Lentils,- Other IMVINCIBLE CDC CL,2025,1534,1418
11,Lentils,JIMINI CDC CL,2021,,
11,Lentils,JIMINI CDC CL,2022,,
11,Lentils,JIMINI CDC CL,2023,,
11,Lentils,JIMINI CDC CL,2024,,
11,Lentils,JIMINI CDC CL,2025,3849,2500
11,Lentils,PERIDOT CDC CL,2021,1358,1036
11,Lentils,PERIDOT CDC CL,2022,2802,743
11,Lentils,PERIDOT CDC CL,2023,2876,1409
11,Lentils,PERIDOT CDC CL,2024,6439,1186
11,Lentils,PERIDOT CDC CL,2025,3886,2048
11,Lentils - Red,CRIMSON,2021,,
11,Lentils - Red,CRIMSON,2022,703,1539
11,Lentils - Red,CRIMSON,2023,548,2628
11,Lentils - Red,CRIMSON,2024,1604,1318
11,Lentils - Red,CRIMSON,2025,1972,2044
11,Lentils - Red,IMPULSE,2021,3871,1263
11,Lentils - Red,IMPULSE,2022,7305,1532
11,Lentils - Red,IMPULSE,2023,5412,2343
11,Lentils - Red,IMPULSE,2024,9274,1938
11,Lentils - Red,IMPULSE,2025,13879,2518
11,Lentils - Red,MAXIM CDC,2021,24453,1426
11,Lentils - Red,MAXIM CDC,2022,17528,1358
11,Lentils - Red,MAXIM CDC,2023,9947,2134
11,Lentils - Red,MAXIM CDC,2024,11112,1786
11,Lentils - Red,MAXIM CDC,2025,8953,2348
11,Lentils - Red,MONARCH CDC,2021,,
11,Lentils - Red,MONARCH CDC,2022,,
11,Lentils - Red,MONARCH CDC,2023,,
11,Lentils - Red,MONARCH CDC,2024,,
11,Lentils - Red,MONARCH CDC,2025,721,2564
11,Lentils - Red,NIMBLE,2021,,
11,Lentils - Red,NIMBLE,2022,1257,1651
11,Lentils - Red,NIMBLE,2023,1348,2515
11,Lentils - Red,NIMBLE,2024,2628,1834
11,Lentils - Red,NIMBLE,2025,4868,2467
11,Lentils - Red,PROCLAIM CDC,2021,11747,1005
11,Lentils - Red,PROCLAIM CDC,2022,11870,1451
11,Lentils - Red,PROCLAIM CDC,2023,5545,1933
11,Lentils - Red,PROCLAIM CDC,2024,11962,1907
11,Lentils - Red,PROCLAIM CDC,2025,14722,2480
11,Lentils - Red,SIMMIE CDC,2021,,
11,Lentils - Red,SIMMIE CDC,2022,,
11,Lentils - Red,SIMMIE CDC,2023,1578,1870
11,Lentils - Red,SIMMIE CDC,2024,3783,1605
11,Lentils - Red,SIMMIE CDC,2025,8443,2061
12,Barley,ADVANTAGE AB,2021,,
12,Barley,ADVANTAGE AB,2022,,
12,Barley,ADVANTAGE AB,2023,619,33.3
12,Barley,ADVANTAGE AB,2024,1805,54.9
12,Barley,ADVANTAGE AB,2025,1896,63.2
12,Barley,AUSTENSON CDC,2021,10319,21.7
12,Barley,AUSTENSON CDC,2022,10872,36.0
12,Barley,AUSTENSON CDC,2023,7509,31.7
12,Barley,AUSTENSON CDC,2024,4036,58.7
12,Barley,AUSTENSON CDC,2025,4848,67.1
12,Barley,CHURCHILL CDC,2021,,
12,Barley,CHURCHILL CDC,2022,,
12,Barley,CHURCHILL CDC,2023,,
12,Barley,CHURCHILL CDC,2024,1661,54.4
12,Barley,CHURCHILL CDC,2025,2793,53.0
12,Barley,CONNECT AAC,2021,,
12,Barley,CONNECT AAC,2022,3378,45.9
12,Barley,CONNECT AAC,2023,4209,28.9
12,Barley,CONNECT AAC,2024,5899,60.8
12,Barley,CONNECT AAC,2025,4265,80.1
12,Barley,COPELAND CDC,2021,20959,18.6
12,Barley,COPELAND CDC,2022,14924,46.4
12,Barley,COPELAND CDC,2023,15169,34.1
12,Barley,COPELAND CDC,2024,8299,64.3
12,Barley,COPELAND CDC,2025,7166,58.7
12,Barley,DURANGO CDC,2021,,
12,Barley,DURANGO CDC,2022,,
12,Barley,DURANGO CDC,2023,,
12,Barley,DURANGO CDC,2024,,
12,Barley,DURANGO CDC,2025,791,58.9
12,Barley,FRASER CDC,2021,1871,20.7
12,Barley,FRASER CDC,2022,1307,47.9
12,Barley,FRASER CDC,2023,1569,37.5
12,Barley,FRASER CDC,2024,1038,78.2
12,Barley,FRASER CDC,2025,3224,67.2
12,Barley,MAVERICK CDC,2021,1026,15.3
12,Barley,MAVERICK CDC,2022,1893,35.7
12,Barley,MAVERICK CDC,2023,1754,32.5
12,Barley,MAVERICK CDC,2024,1482,45.8
12,Barley,MAVERICK CDC,2025,1837,31.5
12,Barley,SYNERGY AAC,2021,25268,23.6
12,Barley,SYNERGY AAC,2022,15076,57.7
12,Barley,SYNERGY AAC,2023,27485,51.2
12,Barley,SYNERGY AAC,2024,15427,74.3
12,Barley,SYNERGY AAC,2025,21530,65.8
12,Canola/Rapeseed,BY 7204LL,2021,,
12,Canola/Rapeseed,BY 7204LL,2022,,
12,Canola/Rapeseed,BY 7204LL,2023,,
12,Canola/Rapeseed,BY 7204LL,2024,4259,31.1
12,Canola/Rapeseed,BY 7204LL,2025,5380,36.9
12,Canola/Rapeseed,B3020,2021,,
12,Canola/Rapeseed,B3020,2022,,
12,Canola/Rapeseed,B3020,2023,,
12,Canola/Rapeseed,B3020,2024,,
12,Canola/Rapeseed,B3020,2025,2070,31.5
12,Canola/Rapeseed,B4015,2021,,
12,Canola/Rapeseed,B4015,2022,,
12,Canola/Rapeseed,B4015,2023,,
12,Canola/Rapeseed,B4015,2024,,
12,Canola/Rapeseed,B4015,2025,411,34.1
12,Canola/Rapeseed,CS4100 LL,2021,,
12,Canola/Rapeseed,CS4100 LL,2022,,
12,Canola/Rapeseed,CS4100 LL,2023,,
12,Canola/Rapeseed,CS4100 LL,2024,,
12,Canola/Rapeseed,CS4100 LL,2025,576,34.4
12,Canola/Rapeseed,DK 801 LL,2021,,
12,Canola/Rapeseed,DK 801 LL,2022,,
12,Canola/Rapeseed,DK 801 LL,2023,,
12,Canola/Rapeseed,DK 801 LL,2024,,
12,Canola/Rapeseed,DK 801 LL,2025,7503,30.9
12,Canola/Rapeseed,DKTFLL 21 SC,2021,,
12,Canola/Rapeseed,DKTFLL 21 SC,2022,650,25.6
12,Canola/Rapeseed,DKTFLL 21 SC,2023,2127,23.2
12,Canola/Rapeseed,DKTFLL 21 SC,2024,5045,23.7
12,Canola/Rapeseed,DKTFLL 21 SC,2025,2132,27.0
12,Canola/Rapeseed,DK400TL,2021,,
12,Canola/Rapeseed,DK400TL,2022,,
12,Canola/Rapeseed,DK400TL,2023,,
12,Canola/Rapeseed,DK400TL,2024,7698,28.2
12,Canola/Rapeseed,DK400TL,2025,1585,34.3
12,Canola/Rapeseed,DK401TK,2021,,
12,Canola/Rapeseed,DK401TK,2022,,
12,Canola/Rapeseed,DK401TK,2023,,
12,Canola/Rapeseed,DK401TK,2024,,
12,Canola/Rapeseed,DK401TK,2025,1006,30.3
12,Canola/Rapeseed,DK401TL,2021,,
12,Canola/Rapeseed,DK401TL,2022,,
12,Canola/Rapeseed,DK401TL,2023,,
12,Canola/Rapeseed,DK401TL,2024,,
12,Canola/Rapeseed,DK401TL,2025,2107,33.4
12,Canola/Rapeseed,DK800LL,2021,,
12,Canola/Rapeseed,DK800LL,2022,,
12,Canola/Rapeseed,DK800LL,2023,,
12,Canola/Rapeseed,DK800LL,2024,3094,24.2
12,Canola/Rapeseed,DK800LL,2025,1778,26.3
12,Canola/Rapeseed,DK801LL,2021,,
12,Canola/Rapeseed,DK801LL,2022,,
12,Canola/Rapeseed,DK801LL,2023,,
12,Canola/Rapeseed,DK801LL,2024,,
12,Canola/Rapeseed,DK801LL,2025,568,38.8
12,Canola/Rapeseed,L233P,2021,123898,15.7
12,Canola/Rapeseed,L233P,2022,114241,26.5
12,Canola/Rapeseed,L233P,2023,88286,21.9
12,Canola/Rapeseed,L233P,2024,52388,30.3
12,Canola/Rapeseed,L233P,2025,12296,35.4
12,Canola/Rapeseed,L330PC,2021,,
12,Canola/Rapeseed,L330PC,2022,,
12,Canola/Rapeseed,L330PC,2023,,
12,Canola/Rapeseed,L330PC,2024,,
12,Canola/Rapeseed,L330PC,2025,5902,40.5
12,Canola/Rapeseed,L333PC,2021,,
12,Canola/Rapeseed,L333PC,2022,,
12,Canola/Rapeseed,L333PC,2023,,
12,Canola/Rapeseed,L333PC,2024,,
12,Canola/Rapeseed,L333PC,2025,4281,41.0
12,Canola/Rapeseed,L340PC,2021,9166,16.3
12,Canola/Rapeseed,L340PC,2022,61324,28.5
12,Canola/Rapeseed,L340PC,2023,115045,21.1
12,Canola/Rapeseed,L340PC,2024,153264,32.4
12,Canola/Rapeseed,L340PC,2025,201147,36.6
12,Canola/Rapeseed,L341PC,2021,,
12,Canola/Rapeseed,L341PC,2022,,
12,Canola/Rapeseed,L341PC,2023,,
12,Canola/Rapeseed,L341PC,2024,,
12,Canola/Rapeseed,L341PC,2025,3671,34.7
12,Canola/Rapeseed,L343PC,2021,,
12,Canola/Rapeseed,L343PC,2022,,
12,Canola/Rapeseed,L343PC,2023,5212,18.6
12,Canola/Rapeseed,L343PC,2024,1763,28.3
12,Canola/Rapeseed,L343PC,2025,2568,41.1
12,Canola/Rapeseed,L345PC,2021,46325,16.1
12,Canola/Rapeseed,L345PC,2022,53613,29.5
12,Canola/Rapeseed,L345PC,2023,32978,26.5
12,Canola/Rapeseed,L345PC,2024,57802,33.6
12,Canola/Rapeseed,L345PC,2025,26993,38.5
12,Canola/Rapeseed,L350PC,2021,,
12,Canola/Rapeseed,L350PC,2022,,
12,Canola/Rapeseed,L350PC,2023,24186,24.3
12,Canola/Rapeseed,L350PC,2024,13174,33.5
12,Canola/Rapeseed,L350PC,2025,6114,33.5
12,Canola/Rapeseed,L356PC,2021,,
12,Canola/Rapeseed,L356PC,2022,5575,23.8
12,Canola/Rapeseed,L356PC,2023,13184,23.7
12,Canola/Rapeseed,L356PC,2024,16430,34.7
12,Canola/Rapeseed,L356PC,2025,13447,40.2
12,Canola/Rapeseed,PV 661 LCM,2021,,
12,Canola/Rapeseed,PV 661 LCM,2022,,
12,Canola/Rapeseed,PV 661 LCM,2023,,
12,Canola/Rapeseed,PV 661 LCM,2024,2166,26.4
12,Canola/Rapeseed,PV 661 LCM,2025,1070,27.3
12,Canola/Rapeseed,PV661 LCM,2021,,
12,Canola/Rapeseed,PV661 LCM,2022,,
12,Canola/Rapeseed,PV661 LCM,2023,,
12,Canola/Rapeseed,PV661 LCM,2024,,
12,Canola/Rapeseed,PV661 LCM,2025,1238,32.9
12,Canola/Rapeseed,P505MSL,2021,5528,14.2
12,Canola/Rapeseed,P505MSL,2022,810,18.7
12,Canola/Rapeseed,P505MSL,2023,1852,21.3
12,Canola/Rapeseed,P505MSL,2024,2698,27.6
12,Canola/Rapeseed,P505MSL,2025,1191,18.0
12,Canola/Rapeseed,P520L,2021,,
12,Canola/Rapeseed,P520L,2022,,
12,Canola/Rapeseed,P520L,2023,,
12,Canola/Rapeseed,P520L,2024,1249,33.4
12,Canola/Rapeseed,P520L,2025,7672,34.9
12,Field Peas,ACER,2021,,
12,Field Peas,ACER,2022,,
12,Field Peas,ACER,2023,,
12,Field Peas,ACER,2024,2618,36.6
12,Field Peas,ACER,2025,1932,42.2
12,Field Peas,AMARILLO CDC,2021,12663,14.4
12,Field Peas,AMARILLO CDC,2022,10443,28.4
12,Field Peas,AMARILLO CDC,2023,6881,22.9
12,Field Peas,AMARILLO CDC,2024,5970,36.6
12,Field Peas,AMARILLO CDC,2025,6609,32.4
12,Field Peas,ARDILL AAC,2021,6752,19.3
12,Field Peas,ARDILL AAC,2022,5105,31.9
12,Field Peas,ARDILL AAC,2023,9661,28.6
12,Field Peas,ARDILL AAC,2024,8741,33.5
12,Field Peas,ARDILL AAC,2025,5207,36.7
12,Field Peas,BLAZER CDC,2021,,
12,Field Peas,BLAZER CDC,2022,,
12,Field Peas,BLAZER CDC,2023,,
12,Field Peas,BLAZER CDC,2024,,
12,Field Peas,BLAZER CDC,2025,1065,45.2
12,Field Peas,CARVER AAC,2021,2194,12.0
12,Field Peas,CARVER AAC,2022,2225,31.7
12,Field Peas,CARVER AAC,2023,13445,31.0
12,Field Peas,CARVER AAC,2024,11259,37.3
12,Field Peas,CARVER AAC,2025,7763,40.5
12,Field Peas,CHROME AAC,2021,2705,12.5
12,Field Peas,CHROME AAC,2022,3049,40.8
12,Field Peas,CHROME AAC,2023,3165,36.3
12,Field Peas,CHROME AAC,2024,10435,42.0
12,Field Peas,CHROME AAC,2025,6169,36.6
12,Field Peas,CITRINE CDC,2021,,
12,Field Peas,CITRINE CDC,2022,,
12,Field Peas,CITRINE CDC,2023,,
12,Field Peas,CITRINE CDC,2024,,
12,Field Peas,CITRINE CDC,2025,1741,41.7
12,Field Peas,CROMA,2021,,
12,Field Peas,CROMA,2022,,
12,Field Peas,CROMA,2023,,
12,Field Peas,CROMA,2024,,
12,Field Peas,CROMA,2025,2283,35.0
12,Field Peas,FOREST CDC,2021,2688,16.9
12,Field Peas,FOREST CDC,2022,2566,38.7
12,Field Peas,FOREST CDC,2023,,
12,Field Peas,FOREST CDC,2024,,
12,Field Peas,FOREST CDC,2025,1756,30.1
12,Field Peas,GOLDEN CDC,2021,1544,14.8
12,Field Peas,GOLDEN CDC,2022,1251,29.0
12,Field Peas,GOLDEN CDC,2023,1432,17.6
12,Field Peas,GOLDEN CDC,2024,1560,20.4
12,Field Peas,GOLDEN CDC,2025,525,35.9
12,Field Peas,GREENWATER,2021,2905,15.3
12,Field Peas,GREENWATER,2022,2037,33.7
12,Field Peas,GREENWATER,2023,3059,33.3
12,Field Peas,GREENWATER,2024,2940,37.8
12,Field Peas,GREENWATER,2025,1952,39.0
12,Field Peas,HICKIE CDC,2021,,
12,Field Peas,HICKIE CDC,2022,,
12,Field Peas,HICKIE CDC,2023,,
12,Field Peas,HICKIE CDC,2024,2453,38.1
12,Field Peas,HICKIE CDC,2025,7607,38.5
12,Field Peas,INCA CDC,2021,7961,13.0
12,Field Peas,INCA CDC,2022,10581,33.6
12,Field Peas,INCA CDC,2023,8930,25.4
12,Field Peas,INCA CDC,2024,7783,32.2
12,Field Peas,INCA CDC,2025,4377,42.3
12,Field Peas,JULIUS AAC,2021,,
12,Field Peas,JULIUS AAC,2022,,
12,Field Peas,JULIUS AAC,2023,,
12,Field Peas,JULIUS AAC,2024,,
12,Field Peas,JULIUS AAC,2025,2490,34.9
12,Field Peas,LEWOCHKO CDC,2021,1101,11.9
12,Field Peas,LEWOCHKO CDC,2022,992,41.1
12,Field Peas,LEWOCHKO CDC,2023,1275,25.0
12,Field Peas,LEWOCHKO CDC,2024,2716,35.7
12,Field Peas,LEWOCHKO CDC,2025,1853,38.2
12,Field Peas,MAPLE,2021,,
12,Field Peas,MAPLE,2022,,
12,Field Peas,MAPLE,2023,,
12,Field Peas,MAPLE,2024,,
12,Field Peas,MAPLE,2025,900,34.1
12,Field Peas,MEADOW CDC,2021,3223,16.5
12,Field Peas,MEADOW CDC,2022,3385,36.7
12,Field Peas,MEADOW CDC,2023,4623,25.2
12,Field Peas,MEADOW CDC,2024,4181,27.0
12,Field Peas,MEADOW CDC,2025,5613,37.7
12,Field Peas,MOZART CDC,2021,,
12,Field Peas,MOZART CDC,2022,,
12,Field Peas,MOZART CDC,2023,1043,23.9
12,Field Peas,MOZART CDC,2024,547,19.8
12,Field Peas,MOZART CDC,2025,453,17.9
12,Field Peas,PROFIT AAC,2021,,
12,Field Peas,PROFIT AAC,2022,,
12,Field Peas,PROFIT AAC,2023,779,14.7
12,Field Peas,PROFIT AAC,2024,3768,42.8
12,Field Peas,PROFIT AAC,2025,1817,39.6
12,Field Peas,SAFFRON CDC,2021,1932,15.9
12,Field Peas,SAFFRON CDC,2022,1053,27.2
12,Field Peas,SAFFRON CDC,2023,791,31.2
12,Field Peas,SAFFRON CDC,2024,1301,40.8
12,Field Peas,SAFFRON CDC,2025,1006,55.9
12,Field Peas,SPECTRUM CDC,2021,10775,15.3
12,Field Peas,SPECTRUM CDC,2022,3578,28.2
12,Field Peas,SPECTRUM CDC,2023,4747,18.5
12,Field Peas,SPECTRUM CDC,2024,5879,32.9
12,Field Peas,SPECTRUM CDC,2025,10804,42.8
12,Field Peas,SPRUCE CDC,2021,,
12,Field Peas,SPRUCE CDC,2022,,
12,Field Peas,SPRUCE CDC,2023,,
12,Field Peas,SPRUCE CDC,2024,,
12,Field Peas,SPRUCE CDC,2025,1756,56.4
12,Field Peas,TOLLEFSON CDC,2021,,
12,Field Peas,TOLLEFSON CDC,2022,505,35.4
12,Field Peas,TOLLEFSON CDC,2023,920,28.7
12,Field Peas,TOLLEFSON CDC,2024,2320,33.9
12,Field Peas,TOLLEFSON CDC,2025,4429,41.2
12,Flax,BETHUNE CDC,2021,2458,8.4
12,Flax,BETHUNE CDC,2022,1821,14.0
12,Flax,BETHUNE CDC,2023,1687,10.2
12,Flax,BETHUNE CDC,2024,2575,15.6
12,Flax,BETHUNE CDC,2025,1953,24.9
12,Flax,DORADO CDC,2021,976,7.4
12,Flax,DORADO CDC,2022,1015,9.4
12,Flax,DORADO CDC,2023,1201,13.3
12,Flax,DORADO CDC,2024,,
12,Flax,DORADO CDC,2025,772,21.4
12,Flax,GLAS CDC,2021,7122,8.9
12,Flax,GLAS CDC,2022,4672,21.3
12,Flax,GLAS CDC,2023,3949,11.5
12,Flax,GLAS CDC,2024,3259,19.8
12,Flax,GLAS CDC,2025,4120,31.1
12,Flax,OMEGA,2021,1720,8.3
12,Flax,OMEGA,2022,2102,13.9
12,Flax,OMEGA,2023,,
12,Flax,OMEGA,2024,,
12,Flax,OMEGA,2025,1274,31.9
12,Flax,ROWLAND CDC,2021,,
12,Flax,ROWLAND CDC,2022,1288,8.2
12,Flax,ROWLAND CDC,2023,1573,10.9
12,Flax,ROWLAND CDC,2024,1631,21.5
12,Flax,ROWLAND CDC,2025,6621,26.7
12,Flax,SANCTUARY CDC,2021,4957,9.5
12,Flax,SANCTUARY CDC,2022,3746,24.8
12,Flax,SANCTUARY CDC,2023,2000,16.6
12,Flax,SANCTUARY CDC,2024,1237,19.0
12,Flax,SANCTUARY CDC,2025,1825,26.2
12,IP Canola/Rapeseed,L358HPC,2021,,
12,IP Canola/Rapeseed,L358HPC,2022,,
