Year,RM,Spring Wheat,Durum,Canola,Barley,Oats,Peas,Lentils,Flax
1998,243,32.1,27.5,21.1,53.3,69.4,18.2,,19.9
1999,243,40.7,,28.8,63.9,61.4,36.4,,19.6
2000,243,41,,28.5,53.5,61.7,34.3,,17.9
2001,243,29.9,,21.3,51.3,53.3,31.6,,18.9
2002,243,27.4,,21.7,51.8,39.8,20,,16
2003,243,34,,20.9,59,60,23,,17.5
2004,243,33.1,,18.6,62.5,68.8,,,
2005,243,33.3,,29.5,61.3,66.4,32.1,,15
2006,243,31.9,,25.1,59.2,66.6,34.7,,15
2007,243,44.6,,25.8,52.8,81.2,,,
2008,243,40.3,,32.9,69.6,79.5,31.4,,
2009,243,41.6,,38.5,69.1,71.5,42.2,,21
2010,243,32.9,,25.1,45.7,62.2,29.1,,18.2
2011,243,43.3,,32.7,48.5,84.5,20.2,,22.9
2012,243,36.7,,21.6,31,63.6,22,,
2013,243,51,,38,69.2,93.6,59.5,,19.7
2014,243,51.65,,37.28,45.96,68.27,29.8,,17.08
2015,243,48.44,,41.19,65.96,94.39,38.8,,23.05
2016,243,52.8,,51.8,73.1,82.6,54.2,,
2017,243,51.8,,47.97,75.51,102.24,55.1,,
2018,243,50.9,,48,71.4,91.2,64,,
2019,243,51.5,,45.2,64.6,114.6,54.3,,
2020,243,44.4,,42.8,68.7,78.5,39.4,,
2021,243,33.3,,25.3,28.9,61.7,29.1,,15.8
2022,243,52.5,69.3,43.9,67.4,137.3,65.8,,
2023,243,49.7,,40.8,91.4,108,52.7,3238.6,
2024,243,58,75.9,36,92.2,126.3,54.3,,
2025,243,60.3,72.5,46.6,94.4,145.8,64.7,2964,
1990,244,28.7,26,22,44.1,48,,,25
1991,244,30.6,27.5,25.9,46.3,43,,,17.7
1992,244,25,32,21.5,51.5,55,,1122,16.7
1993,244,26.6,30,24.9,55,54.2,,600,16.5
1994,244,27,27.6,20,54.1,64.1,22.9,500,23.3
1995,244,30.6,32.5,17.9,53.3,73.2,33.3,1200,22.3
1996,244,33.7,28.6,23.8,64.4,81.9,31.3,,30.8
1997,244,29.8,,24.6,58.8,64.6,30.5,,21.5
1998,244,30.9,,23.6,56.1,73.1,29.7,,19.7
1999,244,38.3,,27.2,63,71.2,41.3,,17.4
2000,244,35,,29,56.1,60.6,33.1,,18.7
2001,244,32,,21.9,50.6,51.3,25.6,,19.2
2002,244,35.2,,29.8,48.1,53.4,29.7,,21.2
2003,244,30.9,,20.6,49.5,51.3,16.7,,17.3
2004,244,29.6,,25.8,62.1,68.3,28.5,,10
2005,244,52.4,,30.5,71.4,79.5,,,
2006,244,37.5,,41.5,51.8,50,,,
2007,244,31.8,,24.9,45.6,53.9,,,
2008,244,39.6,,33.5,57.7,75.8,,,26.5
2009,244,44.3,,41.9,68.7,80.8,35.4,,22.5
2010,244,30.8,,24.3,48,57.1,17.3,,17.4
2011,244,41.2,,31,53.4,72,36,,22.3
2012,244,30.1,,25.7,30.7,56.4,30,,
2013,244,51.2,,39.7,67.2,97.2,42.7,,34.7
2014,244,40.97,,31.5,42.09,69.39,27.4,,17.72
2015,244,42.1,,38.5,59.4,98.22,38.6,,31.93
2016,244,42.1,,41.3,60.9,87,41.3,,12.3
2017,244,53.01,,41.96,66.71,90.71,45,,
2018,244,53,,42,79,85.4,43,,
2019,244,58.3,,50,79.3,91.7,47.8,,
2020,244,50.6,,39.5,67.9,57.1,35.6,,
2021,244,37.8,,28.8,41.5,37.2,31.5,,
2022,244,60.3,,47.6,78.8,111.6,54.7,,
2023,244,55.6,,43.9,66.5,80.3,41.3,,
2024,244,63.1,,38.8,82.2,110,50,2203,
2025,244,63.5,,50.3,80.5,106.3,49.9,2645,
1990,245,30.6,27,21.3,48.7,60,,,20
1991,245,35.1,30,23.6,53.8,52.5,,,23
1992,245,27.2,30,24.1,51.5,52.5,,600,15
1993,245,20.9,30,20.4,54,43.4,,,15
1994,245,22.7,40,16.8,55,54.8,,1500,18
1995,245,22.5,35,11.9,47.5,67.8,30,,21
1996,245,29.8,32.5,22.7,59.9,72.9,23,,23.8
1997,245,24.2,27.5,18.8,43.9,63.8,23.8,,16.7
1998,245,27.6,30,22.4,55.7,70.8,24.3,,18.2
1999,245,29.7,31,27,54.8,72.7,22.8,,18.4
2000,245,32.4,25,18.3,59.7,69.9,19.2,,18.2
2001,245,24,25,19.8,39.6,48.9,19.5,,16.1
2002,245,26.8,28,25.3,47.9,70,19.6,,20
2003,245,27.8,20,25.3,46.4,46.1,21.7,,15
2004,245,26.3,30,21.4,45.8,49.9,33.5,,17.5
2005,245,32.7,,27,52.7,68.4,27.2,,15.8
2006,245,27.4,,23.2,49.2,58.2,25,,17.5
2007,245,29.8,,20.4,47.2,60.9,26.7,,18.6
2008,245,40.3,,31.1,60.7,82.6,40,,23.5
2009,245,37.9,,29.4,56.4,73.1,37.8,,22.8
2010,245,26.3,,21.3,37.7,49.6,21.3,654,12.9
2011,245,32.3,,25.8,46.1,64.7,34.9,,20.1
2012,245,25.3,,21.2,31.6,47.2,27.5,,16.5
2013,245,46.7,,38.1,63.1,90.6,33.3,,25.4
2014,245,33.17,,24.81,36.2,50.96,29.4,,19.59
2015,245,35.95,,32.91,54.43,80.8,33.9,,21.53
2016,245,45.2,,39.6,60.6,80.4,38.8,,24.3
2017,245,44.87,,35.89,60.86,87.09,46.8,,25
2018,245,44.9,,39.5,60.9,87,39.5,,21.8
2019,245,58,,44.8,75.5,99.5,41.6,,27
2020,245,50.4,,40.5,70.4,89.5,,,23.5
2021,245,38.8,,27,43.4,60,32.1,1459,18
2022,245,52.3,,42.8,74,100.4,45.8,,30
2023,245,49.6,,40.6,71.9,82.7,,2385.4,
2024,245,55.7,,36.9,77.9,97.3,48.6,,
2025,245,57.1,,47.5,84.2,100.9,47.7,2763,30
1990,246,32.4,30,14.2,52.5,56,,,19.3
1991,246,29.9,30,21,40.8,66.2,,,25
1992,246,28,28,17.5,55.4,80,15.8,,18
1993,246,22.5,27,18.1,45,73.4,25.3,1100,18
1994,246,18.7,,17,42.2,68.9,27.2,596,21
1995,246,25.2,,13.4,42.1,61.3,29.7,,18
1996,246,28.5,28,22.2,53.7,79.1,25.8,,17.7
1997,246,26.2,28,19.2,44.4,67.3,26.2,,13.1
1998,246,26.3,28,22.5,51.4,69.6,29.1,,18.7
1999,246,27.6,30,20.3,51.6,63.9,27.8,,21
2000,246,32.5,27,23.4,53.2,73.4,30.7,,16
2001,246,31.1,27,19.7,48.9,59.4,18.2,,17
2002,246,22,,19.2,47.4,63.3,22.8,,11.5
2003,246,32.2,,25,55,72.9,29,,18
2004,246,23.8,,15.9,44.9,64.7,36.5,,6.5
2005,246,38.6,,23.7,59.6,67.9,37.8,,24.2
2006,246,28.2,,15.4,51.8,48.9,34.1,,16.5
2007,246,24.7,,15.5,37.1,51.2,,,10.8
2008,246,39.5,,34.8,56.3,79.1,43.8,,21.8
2009,246,36.9,,32.4,63.3,77.5,42.5,,22.5
2010,246,30.4,,21.7,34.5,40.9,22.3,1170,13.9
2011,246,35.3,,27.8,48.4,71.6,34.4,,17.3
2012,246,28.6,,17.7,32.9,62.9,24,,12.5
2013,246,43.8,62.9,36.1,70,89.3,33.3,,27.5
2014,246,32.98,33.99,24.55,38.27,74.4,22.7,,19.44
2015,246,31.4,23.7,28.34,58.83,78.91,24.4,,22.6
2016,246,44.6,51.8,48.1,63.1,88.5,41.2,,19.7
2017,246,39.87,,34,67.43,73.23,42.4,,20
2018,246,37.7,,34.3,62.5,72.9,37.5,,20
2019,246,38.5,,31,65.1,74.3,29.8,,15
2020,246,45.6,,38.7,73.5,91.2,40.1,,
2021,246,38.8,,30.6,54.4,66,29.1,,15
2022,246,52,,41.7,72.9,96.6,47.4,,17.6
2023,246,59,,42.6,72,92.6,45.7,,30
2024,246,47.4,,35.3,71.2,86.8,29.1,,25
2025,246,56.9,78,42.1,82.3,110.5,42.6,,20
1990,247,32.7,30,21.4,55.6,72.5,,,19
1991,247,29.3,31,20.9,27,69.5,,,20
1992,247,25,23,13.9,33.5,55.4,10,,18
1993,247,27,,18.3,40.9,60.8,25.5,600,20
1994,247,26.4,48.8,24,34,55,23.9,443,18
1995,247,25.2,15,14.5,41.9,62.3,22.3,,17.3
1996,247,30.6,28.2,23.6,47.1,60.8,28,,16.6
1997,247,28.9,,21.4,47.8,57.6,25.3,,15.4
1998,247,29.3,,20.3,51.8,60.8,31.6,,17.4
1999,247,31.6,,24,59.9,57,29.7,,22
2000,247,27.7,,24.8,55,57.6,33.5,,17.2
2001,247,28.4,29.3,18,38.8,39.3,24.1,,18.4
2002,247,20,20,17.3,32.7,33.4,23.5,,9.5
2003,247,30.4,,20.5,39.5,54.1,19.6,,16.5
2004,247,19.4,,15.6,41.7,48.7,33.7,,14.5
2005,247,35.2,,32.5,61.7,73.3,33.5,,25
2006,247,24.9,,18.1,42.9,54.2,25,,18.3
2007,247,28.4,,25.5,49.8,65,37.4,,15.9
2008,247,29.2,,31.1,57,75.4,36,,19.5
2009,247,35,,32.6,60.3,74.6,38.1,,25.9
2010,247,27.4,39.4,30.1,39.9,65.9,16.6,884,17.6
2011,247,31.1,45,28.8,44.6,65,27.7,1157,20.4
2012,247,28.7,,25.8,38.4,62.2,27.4,,19.8
2013,247,42.3,,38.1,65,89.3,31,1680,29.9
2014,247,34.54,29.95,26.99,45.34,69.63,23.6,474.79,21.72
2015,247,32.24,41.58,30.06,54.21,75.76,30.4,1799.89,20.38
2016,247,36.1,52.3,37.6,60.2,77.1,34.9,1461,24.1
2017,247,40.56,,31.77,57.33,72.1,35.5,1806.78,21.29
2018,247,43.8,,37.3,60.4,75.9,37,1735,21.3
2019,247,45.5,,39.2,75.2,96.5,39,,20.2
2020,247,45.8,,42.7,68.4,90.5,40.1,2002,23.7
2021,247,33.9,,27.7,39.1,37.4,30.8,1228,17.2
2022,247,54.5,,43.2,80.4,109.3,35,1507.9,34.5
2023,247,58.5,,45,78.6,87.3,49.3,2244.3,26.6
2024,247,57.6,,35.7,75.4,87.6,42.5,1361,
2025,247,62.2,,46.2,91.2,101.3,39.1,1334,
1990,248,31,27,13.3,47.6,60,,,17.5
1991,248,30,32.1,20,44.5,50,,,20
1992,248,22.2,18,17.4,29.7,30,5,250,17
1993,248,12.2,,12.7,39,47.1,13.3,550,14
1994,248,16.6,20,15.2,46.7,40,16.9,565,18
1995,248,20,13.8,15.6,46.1,56.3,16.3,490,20
1996,248,24.4,30,20,45.2,55.2,18.4,900,19
1997,248,25.1,22.5,16.5,44.4,49.3,24.8,925.8,16.1
1998,248,27,22.6,17.1,40,59.1,,,18.5
1999,248,39,,23.3,54.6,51.5,54.8,781.6,24.4
2000,248,27.5,,19.5,47.5,54.8,40.9,,19.3
2001,248,15.3,,13.5,24.4,42.1,14.8,603,
2002,248,25,20,16.1,27.5,42.1,15.5,,10.6
2003,248,30.1,20,16.3,42.9,44.5,24.6,909,14.8
2004,248,21.4,25,19.5,55.7,77.9,24.3,1077,17.5
2005,248,35,,26.6,58.5,60.1,29.4,1111,18.2
2006,248,29.3,,22.4,42.5,,36,,20.5
2007,248,20.5,,21.9,36.9,64.3,28.5,,16.4
2008,248,33.8,,29.1,43.5,71.8,29.8,,21.1
2009,248,36.6,,33.3,51.1,71.2,34,,20.4
2010,248,28.6,32,29.5,40.3,62.7,24.9,873,16.1
2011,248,34.4,39.5,29,51.9,61.4,28.9,1234,21.8
2012,248,32.8,33.5,24.7,43.1,52,26.3,,18.5
2013,248,54.9,62.3,37.6,68.3,85.7,36.1,1832,23.4
2014,248,33.43,37.4,24.66,33.56,59.79,23.6,,19.6
2015,248,30.73,34.19,32.19,44.01,69.72,32.9,1418.92,21.16
2016,248,34.5,37.8,39.4,61.4,107.6,38,1389,21.9
2017,248,42.26,51.01,27.59,58.09,65.68,29.7,1129.74,18.16
2018,248,38.5,37,32.9,52.5,81,32.4,1045,24
2019,248,50.8,47.5,39.2,66.5,100.2,37.8,822,21.8
2020,248,50.6,49.6,34.7,69,87.1,42.7,1909,26.2
2021,248,38.9,34.5,27.9,52.1,46.5,23.6,1446,15.7
2022,248,53.9,58.1,38.5,79.3,110.7,44.2,1523.4,
2023,248,48.5,44.1,38.1,71.6,69.3,40.7,1816.6,
2024,248,54.9,45.9,30.7,75.5,68,36.4,1759,
2025,248,58.2,47.6,41.8,78.9,,45,1996,10
1990,250,29.1,27.3,22.7,36.1,45,,,17.5
1991,250,28,26.7,23.5,31.1,55,,,20
1992,250,33.2,37.7,18.1,36.4,65,,1574,30
1993,250,25.7,34.4,27.7,50,65,30,980,25
1994,250,27.8,29.9,23.3,45,70,30,834,22.1
1995,250,28.1,30.6,19.3,50,65,27.4,1358,21.2
1996,250,31.1,35.5,25.8,48.1,65,34.4,1530,23.1
1997,250,27.4,28.8,18.1,37.7,43.1,26.6,1077.2,20.9
1998,250,28.1,30.6,22.7,36.7,51.2,37.4,1181.4,20.7
1999,250,35.3,33.7,25.1,53.6,79,38.5,1548.3,22.4
2000,250,35,36.5,26.3,50.6,65.7,38.3,1538.6,20.2
2001,250,17.3,19.4,15.4,31,32.4,18.4,696,13.1
2002,250,18.5,18.7,7.2,22,25.3,21.8,508,10
2003,250,32.1,33.8,25.3,36.7,44.1,32.8,437,13.6
2004,250,31.3,27.5,27.5,41.6,74.6,35.1,1266,19
2005,250,40.4,33.7,34.4,40.6,,36,1307,28.3
2006,250,21.6,34.5,25.7,40.8,,29.2,,22.6
2007,250,25.9,23.6,23.7,38.1,,35.7,,17
2008,250,29.1,,29.9,50.6,62.4,27.7,796,25.1
2009,250,35.1,49.8,35.5,45.6,,32.3,1355,20.4
2010,250,33.1,35,31.4,40.3,54.1,27.8,882,17.4
2011,250,38.7,47.5,31.9,50.8,64.5,34,1349,26.1
2012,250,35.2,40.1,26.4,47.4,66,33.4,1300,20.7
2013,250,48.5,58.7,40.1,67.1,68.3,45.5,1757,30.3
2014,250,30.5,35.63,27.06,38.27,38.91,23.6,862.84,13.18
2015,250,32.85,43.92,35.22,48.47,44.36,38.4,1330.95,23.79
2016,250,38.5,51.1,42.3,57.7,48.9,41.5,1302,25.7
2017,250,44.35,42.65,31.87,61.61,,40.8,1675.87,25.73
2018,250,41.2,41,31.9,60,,35.9,1493,22.9
2019,250,45,40.4,39.1,61.5,,35.7,1175,12.8
2020,250,41.3,42.5,31.5,53.8,,37.4,1792,19.5
2021,250,26.6,17.2,17.9,29.4,27.7,22.2,1049,10.2
2022,250,41.8,48.5,35.4,65.1,58.8,35.8,1428.6,22.6
2023,250,41.7,37.7,30.2,50.2,,31.9,1485.9,17.6
2024,250,45.1,42.7,34.5,60.8,80.8,,1549,23.6
2025,250,48.3,43.3,38.4,66,,,1858,25
1990,251,25.2,29.4,15,31.4,50,,,20.5
1991,251,28.5,23.6,24,28.6,53.3,,,21
1992,251,30.8,28.8,20,45,40,20,1000,20
1993,251,24.8,25,22.8,46.7,55,20.8,1100,18
1994,251,26.4,28,25.4,55,70,23.3,1300,21
1995,251,24.3,23.6,16.5,50.2,60,22.5,1056,15
1996,251,31.4,29,17.5,55,68.4,25.6,1273,19.5
1997,251,24.8,23.6,13.5,40.7,63.4,23.4,1415,13.6
1998,251,27.8,28.2,23.7,40.8,42.1,29.3,1418.4,24.4
1999,251,34.1,33.7,25.7,53.9,75,30,1155,23.4
2000,251,26.6,30.8,22.7,55.4,40,26.1,1247.9,20.5
2001,251,12.6,11.2,10.5,22,25,10.4,579,10.4
2002,251,24.2,18.6,17,38.5,47.5,19.7,812,13.3
2003,251,31.8,24,20.8,43,47.5,28.5,941,19.3
2004,251,26.8,23.7,19.5,54.6,62.5,26.1,1152,14.8
2005,251,30.6,33.6,30.7,56.2,80,39,1559,26.2
2006,251,24.9,26.7,23.2,48,66.1,32.9,1231,22.2
2007,251,26.2,20.3,19.6,45.7,51.1,27.9,1148,13.9
2008,251,38.4,31.5,24.4,59.6,70,32.5,1333,22.7
2009,251,38.5,47.4,35.8,63.2,75,42.1,1416,22.7
2010,251,29.8,34.5,25.5,41.8,60,24.9,896,18.6
2011,251,36.9,40.7,33.5,61.3,61.6,33.5,1314,25.7
2012,251,35.2,34.5,28.9,50.1,54,32,1002,21.1
2013,251,54.1,56.3,38.3,61.9,84.6,42,1303,33.9
2014,251,34.59,31.17,21.67,31.18,84.17,10.2,587.18,17.42
2015,251,37.82,36.82,33.4,52.85,53.13,38.3,1499.31,25.39
2016,251,43,40.6,43.4,67.3,44.5,45.1,1161,25
2017,251,41.02,43.66,33.79,53.18,58.89,33.4,1473.88,21.65
2018,251,41,38.5,33.8,52.5,66.5,33,1733,19.5
2019,251,44.6,40.2,41.4,61.4,73,47.5,1389,25.3
2020,251,52.1,55.8,35.4,73.7,73,47.6,1815,26
2021,251,22.3,19.6,12.9,12.6,3.5,15,873,12.6
2022,251,42.6,42,34.2,56.9,103.7,34.5,1667.6,23.8
2023,251,37.7,31.8,27.9,45.9,,27.4,1529.1,19.2
2024,251,52.7,46.9,34.6,82,80.6,36,1607,23.4
2025,251,51.6,42,38.8,74.3,79.8,47.6,1761,25.5
1990,252,36.1,32.8,20,36.2,55,,,22
1991,252,30.3,35.4,23,27.4,47.5,,,20
1992,252,27,21.4,25,50,53.8,,,18
1993,252,26,25,30,50,70,40,900,25
1994,252,26.1,31.6,30,55,65,,1200,20
1995,252,24.7,25.5,19.7,40,50,17.1,1200,16.6
1996,252,30.6,29.9,21.1,54.5,68.5,22.5,1450,17.5
1997,252,25.2,24.5,21.5,44.9,40,21.2,909.2,19.2
1998,252,22.9,22.5,23,34.2,49.3,25.7,1238.4,17.2
1999,252,27,27.8,24.7,35.1,54.9,40.8,1219.4,20
2000,252,24.9,27.1,22.3,38.3,39.7,29.3,979.1,18.1
2001,252,16,17.4,13.2,24.9,31.2,,420,10.1
2002,252,19.7,27.6,10.2,34.3,39,,510,11.1
2003,252,26.8,30.5,18.3,37.9,70.5,28.6,1320,18.5
2004,252,21.8,20.8,17.5,41,35.7,31,866,12
2005,252,28.7,32,25,50.8,77.5,32.8,1360,24.3
2006,252,26.6,39,21.9,48.1,64.4,29.1,1416,21.5
2007,252,17.8,29.5,17.9,40.1,42.6,32.8,856,12.7
2008,252,32.7,36.6,26.6,51.7,67.6,32.5,1166,19
2009,252,38.6,40.8,30.2,61,67.4,41.2,1343,23
2010,252,38.7,35.6,27.1,59.2,46.7,26.2,1169,18.4
2011,252,42.5,43.9,30.5,61.4,42.7,39.8,1552,24.2
2012,252,37.8,40.7,25.9,56,58.3,32.1,1550,22.9
2013,252,44.3,50.4,39.5,71.9,84.6,47.8,1848,31.7
2014,252,33.76,37.51,28.15,43.55,,22.3,1279.84,18.82
2015,252,42.86,44.01,35.59,67.3,116.93,43.5,1497.57,28.37
2016,252,40.5,45.3,38.4,74.6,60,45.4,787,27.9
2017,252,42.38,47.37,30.81,54.52,,33.6,1456.24,18.51
2018,252,43.9,48,38.6,59.6,,33.3,1533,21.5
2019,252,50.7,52.3,45.8,75.8,100,36.1,1322,34.7
2020,252,43.4,47,35.1,67.8,80,35.3,1565,26.1
2021,252,22.8,13.4,14.4,16.1,,20.7,1020,8.4
2022,252,40,38.6,31.3,68.1,81.1,33.2,1501.8,22.7
2023,252,40.6,30.3,29,52,7.1,30.6,1552.1,13.8
2024,252,52.3,46.3,36.3,78.9,,42.5,1505,23.4
2025,252,53.3,52.1,41.1,75.8,,47.7,1978,30.9
1990,253,27.5,24,15,45,50,,,18
1991,253,28.2,22.8,23,41.5,45,,,23
1992,253,23.2,20,24.2,54.8,44,15,900,19
1993,253,28.3,31,30,47.1,70,26.7,1000,24
1994,253,31,32,22,30,,42.5,800,18
1995,253,25.1,26.6,19.8,26.1,,17.8,803,16
1996,253,32.1,35.8,25.7,45,49.5,28.4,1176,13
1997,253,24.8,24.1,19.5,44.3,33.7,22.3,865,14.5
1998,253,21.8,19.7,22.9,42.4,50.4,29.9,1176.2,17.4
1999,253,26.8,30,25.3,49.9,60.1,35.9,1156.5,22.5
2000,253,27.8,31.7,23.8,43.3,52.2,30.8,1018.5,19.4
2001,253,15.8,14.5,12.3,28.1,27,11.3,448,12
2002,253,15.9,12.9,8.9,24,13.5,13.6,560,12.5
2003,253,25.2,18.8,17.3,39.9,31.4,19,1010,13
2004,253,37.4,30.1,26.8,45.3,,39.2,1002,
2005,253,30.1,40.5,25.9,42.7,52.2,,1288,
2006,253,25.6,30.6,22.7,46.6,42.4,,907,17.6
2007,253,22.3,26.4,17,35.1,42.7,20.5,921,
2008,253,28.7,33,24.5,49.7,70,33.5,1210,18.8
2009,253,32.5,29.6,26.9,50.4,,33.2,1283,23.3
2010,253,41.2,39.6,34,50.5,31.3,33.7,1413,24.4
2011,253,38.5,43.7,32.5,58.6,,32.6,1581,29.5
2012,253,39.9,43.1,25.3,43.9,,33.3,1419,
2013,253,46.9,65.4,37.1,78.5,65.3,46.2,1951,37.9
2014,253,31.37,32.2,26.47,55.83,98.3,26.3,1279.62,18.02
2015,253,34.21,42.29,35.81,68.07,55.33,31.5,1561.19,23.42
2016,253,40.2,43.7,35.6,72.8,75.7,28.4,675,22.2
2017,253,47.01,46.1,32.93,71.57,,32.4,1479.83,
2018,253,47,48,32.9,62.3,46,30,1425,
2019,253,48.8,48.2,42.5,68.2,96.2,37.3,944,23.5
2020,253,50,55.1,33,64.3,80.5,39.2,1347,27.3
2021,253,21.8,17.1,14,16.1,30.4,12.9,670,7.2
2022,253,36.3,33.9,23.4,42.9,38.1,29.2,1040.6,13.5
2023,253,28.5,21.1,17.8,26.7,,18.6,1011.9,13.3
2024,253,49.6,49.1,30.6,75.9,,28.5,906,
2025,253,43.6,43,34.1,65.6,,40.4,1794,
1990,254,35.6,32.3,22.5,56.3,53.2,,,22.5
1991,254,32.8,31.6,27.5,25.7,57.5,,,25
1992,254,31.3,30,23.4,60.7,60,,,20
1993,254,29.1,34.6,31.9,49.6,65,33.3,915,20
1994,254,30.1,35,27.3,45.1,65,30,1120,18.4
1995,254,24.6,27.5,21.6,44.2,60,23.6,976,15
1996,254,33,33.2,19.4,47.6,70,28.9,1180,22.5
1997,254,24.8,25,18.6,34.5,47.2,25.5,919.5,14.3
1998,254,19.9,20.7,17.9,36.6,48.2,24.4,894.5,11
1999,254,32.5,31,24.8,51,65.7,40.6,1376.4,21.4
2000,254,27.2,32.3,27,41.7,70,30,1261.8,20
2001,254,18,16.3,16.2,27.1,30,15.1,535,9.8
2002,254,18.4,13.3,6,17.2,13.5,10.1,456,8.2
2003,254,20.9,22.2,13.9,29.3,18.1,24.1,850,14.4
2004,254,32.9,34.6,27.3,42.7,50,42.4,972,30
2005,254,36.6,37.9,26.9,46.1,54.2,38.6,1394,23.5
2006,254,26.4,31.4,22,36.9,52.7,32.7,1067,19.1
2007,254,23.1,27.9,18.9,30.3,54.3,31.2,1179,15.6
2008,254,26.9,32.3,25.4,49,,31.4,1229,16.9
2009,254,31.3,39.6,32.5,48.8,,35.1,1434,
2010,254,33.8,34.5,28.6,30.1,80.9,31.7,1156,18
2011,254,34.4,41.8,31.2,53.1,78,31.7,1328,25.6
2012,254,34.4,37.9,23.1,45.2,,29.4,1413,28
2013,254,48.1,52.6,35.5,52.9,,39.1,2063,29.5
2014,254,38.26,41.83,31.21,41.46,,31.3,1348.83,29.45
2015,254,36.41,44.39,36.89,50.98,66.98,32.9,1699.03,29.61
2016,254,42.6,50.4,39.8,73.4,55,34.8,1108,28.5
2017,254,44.83,51.08,33.56,46.88,,32.5,1459.84,24.95
2018,254,44.8,40,33.6,43.4,,30,1375,22
2019,254,51.1,46.3,40.7,83.4,,34.4,1080,30.2
2020,254,49.3,49.3,32.1,69,,39.6,1490,18.1
2021,254,24.1,17.2,14.2,26.3,,15.6,825,9.9
2022,254,31.5,26.6,20.8,35.3,,20.7,897.3,14.3
2023,254,21.6,15.9,14.9,29.7,,25,815.5,
2024,254,48.7,47.9,29.2,59.2,,32.4,1195,
2025,254,45.2,40,37.3,45.6,,33.2,1693,31.9
1990,255,34.6,33.1,23,47,68.3,,,27
1991,255,34.2,43.8,25.7,37.7,39.9,,,16
1992,255,30,33.6,30,55.8,55,33.3,1800,10.2
1993,255,32.2,33.7,24.3,58.9,80,39.5,1434,23.9
1994,255,27.7,29.7,28.3,44.6,65,22.5,1230,20
1995,255,29.2,27.6,25.4,43.2,50,24.4,1454,15
1996,255,34.7,33.5,28.8,42,49.7,,1351,
1997,255,29.2,33.7,18.8,44.3,48.5,31.4,1118.9,
1998,255,23.3,25.6,22,35.5,41.8,30.8,893.6,16.1
1999,255,32.5,34.9,24.4,45.5,46.4,31.5,1143.8,30
2000,255,26.8,32.6,24.1,41.2,38.9,36.3,1031.7,
2001,255,17,20.3,13.9,26.6,33.2,12.4,815,
2002,255,17.1,22.1,11.7,28,25.9,17.3,786,
2003,255,18.1,15,12.2,27.4,32.8,17.6,641,7.5
2004,255,29.1,36.7,32.3,43.8,96,41.2,1022,22.6
2005,255,35.1,36.2,37.2,50.5,64.3,32.6,1439,26.2
2006,255,28.5,32.9,34.9,37.4,45.5,29.5,1230,20.6
2007,255,25.2,27.5,18.7,27.9,40.9,30,1238,
2008,255,26.5,30.7,37.7,36,,29.9,846,
2009,255,30.2,31.2,34,57.8,66.1,28.4,1238,17.5
2010,255,28.8,34.2,32.5,37.7,,32.6,1383,21.7
2011,255,38.8,48.7,38.4,40.5,24.8,40.1,1728,22.2
2012,255,30.4,34.9,26.1,38.9,,27.9,1280,
2013,255,41.6,49.1,39.9,62.1,58.9,40.6,1968,31.5
2014,255,35.7,35.62,37.88,46.42,59.57,37.8,1466.56,20.26
2015,255,38.7,34.42,40.13,60.4,82.55,32.8,1448.66,26.47
2016,255,43.2,45.9,44.3,58.1,80,43.2,1226,28.3
2017,255,39.44,34.51,29.07,52.79,,30.8,1235.01,20.11
2018,255,35.5,30,32.5,45,,30.8,1207,20.1
2019,255,45.9,45.5,47.8,57.6,,38.7,1186,26.2
2020,255,52.8,52.8,40.1,59.7,,41.4,1596,32.2
2021,255,24.7,17.3,22,19.7,,20.5,783,14.2
2022,255,30.4,37.6,23,31.6,31.6,20.4,817.2,21.7
2023,255,23.9,18.9,19.7,28,29.7,22.3,566.6,24.8
2024,255,40.3,40.7,32.5,57.6,,32.1,1149,26.5
2025,255,56.6,58.1,51.1,78.9,,45.8,2014,36.8
1990,256,32.6,34.9,22.6,36.1,63.3,,,25
1991,256,34.2,43.7,25,42.4,58,,,18
1992,256,35,33.4,23.5,67.7,60,,486,13.6
1993,256,35.8,38.6,23.4,49.6,70,35.8,1336,
1994,256,28.1,29.4,23.9,40.4,40,13,1078,11
1995,256,35.3,36.3,21.5,43.4,62.5,20.4,1423,17.5
1996,256,36.7,37.8,23.3,50.1,72.2,29.9,1428,15
1997,256,29.6,32.1,17.5,44.8,37.1,17.3,1130.2,15
1998,256,27.1,29.5,23,45.8,46.5,28.9,1066.9,13.5
1999,256,29.8,33,30.6,48.2,55.4,35.1,1294.3,21.9
2000,256,31.5,33.2,23.8,43.1,57.6,37.5,1220.5,20
2001,256,17.4,18.8,10.6,27.9,28,14.4,571,10
2002,256,17.2,17.2,12,25.1,26.8,12.4,505,12
2003,256,16.9,17.3,6.3,26.6,18.7,11.1,658,
2004,256,27.8,25.4,17.6,32.6,38.1,28.3,992,
2005,256,30.7,40.9,23.6,51.3,31.5,37.8,1541,
2006,256,26.8,27.5,21,38.3,47.3,31.3,1400,
2007,256,28.3,30.8,15.7,32.6,37.6,33,1351,
2008,256,22.2,26.5,16.6,36.7,,23.5,1017,
2009,256,25.6,24.8,18.7,37.9,,22.4,1026,
2010,256,31.2,31.9,25.9,41.1,65,31.9,1138,
2011,256,30.7,35.4,27.9,38.5,55.8,33.6,1330,
