Year,RM,Crop,Yield,Unit
2022,286,Canola,18.7,bu/ac
2023,286,Canola,21.2,bu/ac
2024,286,Canola,36,bu/ac
2025,286,Canola,51.7,bu/ac
1990,287,Canola,25,bu/ac
1991,287,Canola,25,bu/ac
1992,287,Canola,20,bu/ac
1993,287,Canola,25.3,bu/ac
1994,287,Canola,31.1,bu/ac
1995,287,Canola,24.8,bu/ac
1996,287,Canola,31.6,bu/ac
1997,287,Canola,16.8,bu/ac
1998,287,Canola,8.3,bu/ac
1999,287,Canola,28.6,bu/ac
2000,287,Canola,23,bu/ac
2001,287,Canola,5.7,bu/ac
2003,287,Canola,16,bu/ac
2004,287,Canola,13,bu/ac
2005,287,Canola,33.9,bu/ac
2006,287,Canola,24.8,bu/ac
2007,287,Canola,20.8,bu/ac
2009,287,Canola,19.4,bu/ac
2010,287,Canola,41.8,bu/ac
2011,287,Canola,40.6,bu/ac
2012,287,Canola,25.1,bu/ac
2013,287,Canola,42.1,bu/ac
2014,287,Canola,32.4,bu/ac
2015,287,Canola,39.42,bu/ac
2016,287,Canola,42.2,bu/ac
2017,287,Canola,41.82,bu/ac
2018,287,Canola,37.7,bu/ac
2019,287,Canola,47.1,bu/ac
2020,287,Canola,41.4,bu/ac
2021,287,Canola,9.4,bu/ac
2022,287,Canola,15.7,bu/ac
2023,287,Canola,20.2,bu/ac
2024,287,Canola,37.5,bu/ac
2025,287,Canola,61,bu/ac
1990,288,Canola,20,bu/ac
1991,288,Canola,25,bu/ac
1992,288,Canola,20,bu/ac
1993,288,Canola,25,bu/ac
1994,288,Canola,23,bu/ac
1995,288,Canola,21.7,bu/ac
1996,288,Canola,25.2,bu/ac
1997,288,Canola,18.5,bu/ac
1998,288,Canola,14.9,bu/ac
1999,288,Canola,28.5,bu/ac
2000,288,Canola,20,bu/ac
2001,288,Canola,16.7,bu/ac
2002,288,Canola,3,bu/ac
2003,288,Canola,10.7,bu/ac
2004,288,Canola,19.1,bu/ac
2005,288,Canola,29,bu/ac
2006,288,Canola,17.8,bu/ac
2007,288,Canola,19.7,bu/ac
2008,288,Canola,21.6,bu/ac
2009,288,Canola,20.8,bu/ac
2010,288,Canola,36.6,bu/ac
2011,288,Canola,36.6,bu/ac
2012,288,Canola,21.1,bu/ac
2013,288,Canola,44,bu/ac
2014,288,Canola,34.49,bu/ac
2015,288,Canola,35.31,bu/ac
2016,288,Canola,39.4,bu/ac
2017,288,Canola,36.15,bu/ac
2018,288,Canola,32.5,bu/ac
2019,288,Canola,33.4,bu/ac
2020,288,Canola,31.3,bu/ac
2021,288,Canola,7.4,bu/ac
2022,288,Canola,10.2,bu/ac
2023,288,Canola,18.5,bu/ac
2024,288,Canola,31,bu/ac
2025,288,Canola,48.8,bu/ac
1993,290,Canola,20.7,bu/ac
1994,290,Canola,17.5,bu/ac
1995,290,Canola,17.4,bu/ac
1996,290,Canola,25,bu/ac
1997,290,Canola,22.8,bu/ac
1998,290,Canola,23.9,bu/ac
1999,290,Canola,29.8,bu/ac
2000,290,Canola,19,bu/ac
2001,290,Canola,8.7,bu/ac
2003,290,Canola,16.4,bu/ac
2004,290,Canola,28.9,bu/ac
2005,290,Canola,32.3,bu/ac
2006,290,Canola,22.1,bu/ac
2007,290,Canola,16.6,bu/ac
2008,290,Canola,34.1,bu/ac
2009,290,Canola,24.4,bu/ac
2010,290,Canola,34.9,bu/ac
2011,290,Canola,34.1,bu/ac
2012,290,Canola,23.2,bu/ac
2013,290,Canola,41.4,bu/ac
2014,290,Canola,42.78,bu/ac
2015,290,Canola,33.86,bu/ac
2016,290,Canola,37.5,bu/ac
2017,290,Canola,31.04,bu/ac
2018,290,Canola,38,bu/ac
2019,290,Canola,31.8,bu/ac
2020,290,Canola,42.1,bu/ac
2021,290,Canola,13.5,bu/ac
2022,290,Canola,31.5,bu/ac
2023,290,Canola,26.8,bu/ac
2024,290,Canola,36.6,bu/ac
2025,290,Canola,47.7,bu/ac
1993,292,Canola,25,bu/ac
1994,292,Canola,30,bu/ac
1995,292,Canola,13.6,bu/ac
1996,292,Canola,14,bu/ac
1997,292,Canola,15.5,bu/ac
1998,292,Canola,18,bu/ac
1999,292,Canola,31.9,bu/ac
2000,292,Canola,18.8,bu/ac
2001,292,Canola,7,bu/ac
2002,292,Canola,5,bu/ac
2003,292,Canola,9.5,bu/ac
2004,292,Canola,15,bu/ac
2005,292,Canola,22.8,bu/ac
2006,292,Canola,24.7,bu/ac
2007,292,Canola,23.1,bu/ac
2008,292,Canola,27,bu/ac
2010,292,Canola,29.8,bu/ac
2011,292,Canola,28.5,bu/ac
2012,292,Canola,19.7,bu/ac
2013,292,Canola,32,bu/ac
2014,292,Canola,35.19,bu/ac
2015,292,Canola,18.93,bu/ac
2016,292,Canola,45.5,bu/ac
2017,292,Canola,27.98,bu/ac
2018,292,Canola,37.3,bu/ac
2019,292,Canola,23.5,bu/ac
2020,292,Canola,41.8,bu/ac
2021,292,Canola,15.4,bu/ac
2022,292,Canola,26.4,bu/ac
2023,292,Canola,22.5,bu/ac
2024,292,Canola,30.9,bu/ac
2025,292,Canola,57.3,bu/ac
1990,301,Canola,26.5,bu/ac
1991,301,Canola,23,bu/ac
1992,301,Canola,23,bu/ac
1993,301,Canola,14.2,bu/ac
1994,301,Canola,9,bu/ac
1995,301,Canola,12.6,bu/ac
1996,301,Canola,19.8,bu/ac
1997,301,Canola,19.1,bu/ac
1998,301,Canola,19,bu/ac
1999,301,Canola,26,bu/ac
2000,301,Canola,25.7,bu/ac
2001,301,Canola,9.4,bu/ac
2003,301,Canola,33,bu/ac
2004,301,Canola,16.8,bu/ac
2006,301,Canola,33.8,bu/ac
2008,301,Canola,39.3,bu/ac
2009,301,Canola,37.7,bu/ac
2010,301,Canola,30,bu/ac
2011,301,Canola,30.4,bu/ac
2012,301,Canola,12.7,bu/ac
2013,301,Canola,42.3,bu/ac
2014,301,Canola,24.96,bu/ac
2015,301,Canola,40,bu/ac
2016,301,Canola,46.2,bu/ac
2017,301,Canola,48.92,bu/ac
2018,301,Canola,46.2,bu/ac
2019,301,Canola,54.5,bu/ac
2020,301,Canola,47.8,bu/ac
2021,301,Canola,32.9,bu/ac
2022,301,Canola,46.4,bu/ac
2023,301,Canola,48.5,bu/ac
2024,301,Canola,38.4,bu/ac
2025,301,Canola,39.7,bu/ac
1990,303,Canola,25.4,bu/ac
1991,303,Canola,22.4,bu/ac
1992,303,Canola,19.8,bu/ac
1993,303,Canola,20,bu/ac
1994,303,Canola,20,bu/ac
1995,303,Canola,15,bu/ac
1997,303,Canola,21.8,bu/ac
1998,303,Canola,26.1,bu/ac
1999,303,Canola,28.9,bu/ac
2000,303,Canola,22.2,bu/ac
2001,303,Canola,22.7,bu/ac
2002,303,Canola,26.3,bu/ac
2003,303,Canola,35,bu/ac
2004,303,Canola,23.3,bu/ac
2005,303,Canola,33.6,bu/ac
2006,303,Canola,33.6,bu/ac
2007,303,Canola,24.7,bu/ac
2008,303,Canola,32.4,bu/ac
2009,303,Canola,39.5,bu/ac
2010,303,Canola,34.9,bu/ac
2011,303,Canola,42.3,bu/ac
2012,303,Canola,20.7,bu/ac
2013,303,Canola,43.9,bu/ac
2014,303,Canola,36.88,bu/ac
2015,303,Canola,43.87,bu/ac
2016,303,Canola,47.5,bu/ac
2017,303,Canola,52.89,bu/ac
2018,303,Canola,52.7,bu/ac
2019,303,Canola,54.8,bu/ac
2020,303,Canola,47.5,bu/ac
2021,303,Canola,35.5,bu/ac
2022,303,Canola,52.3,bu/ac
2023,303,Canola,60.1,bu/ac
2024,303,Canola,40.5,bu/ac
2025,303,Canola,43.6,bu/ac
1990,304,Canola,25.7,bu/ac
1991,304,Canola,23.7,bu/ac
1992,304,Canola,19,bu/ac
1993,304,Canola,19.6,bu/ac
1994,304,Canola,18.4,bu/ac
1995,304,Canola,16.1,bu/ac
1996,304,Canola,25.7,bu/ac
1997,304,Canola,28.8,bu/ac
1998,304,Canola,22.8,bu/ac
1999,304,Canola,24.5,bu/ac
2000,304,Canola,25.7,bu/ac
2001,304,Canola,20.3,bu/ac
2002,304,Canola,25.6,bu/ac
2003,304,Canola,25.9,bu/ac
2004,304,Canola,21.9,bu/ac
2005,304,Canola,31.4,bu/ac
2006,304,Canola,27.7,bu/ac
2007,304,Canola,20.2,bu/ac
2008,304,Canola,31.8,bu/ac
2009,304,Canola,42.7,bu/ac
2010,304,Canola,14,bu/ac
2011,304,Canola,35.5,bu/ac
2012,304,Canola,20.5,bu/ac
2013,304,Canola,42.2,bu/ac
2014,304,Canola,31.55,bu/ac
2015,304,Canola,42.18,bu/ac
2016,304,Canola,44,bu/ac
2017,304,Canola,47.36,bu/ac
2018,304,Canola,46.5,bu/ac
2019,304,Canola,53,bu/ac
2020,304,Canola,47.6,bu/ac
2021,304,Canola,32.3,bu/ac
2022,304,Canola,50.7,bu/ac
2023,304,Canola,57,bu/ac
2024,304,Canola,40.3,bu/ac
2025,304,Canola,46.3,bu/ac
1990,305,Canola,23.7,bu/ac
1991,305,Canola,16.8,bu/ac
1992,305,Canola,18.9,bu/ac
1993,305,Canola,15.8,bu/ac
1994,305,Canola,14.9,bu/ac
1995,305,Canola,10.9,bu/ac
1996,305,Canola,19.3,bu/ac
1997,305,Canola,20.5,bu/ac
1998,305,Canola,20.4,bu/ac
1999,305,Canola,23.7,bu/ac
2000,305,Canola,25.2,bu/ac
2001,305,Canola,10,bu/ac
2002,305,Canola,21.5,bu/ac
2003,305,Canola,27.8,bu/ac
2004,305,Canola,14.9,bu/ac
2005,305,Canola,20.8,bu/ac
2006,305,Canola,20,bu/ac
2007,305,Canola,16.7,bu/ac
2008,305,Canola,30.1,bu/ac
2009,305,Canola,31.9,bu/ac
2010,305,Canola,11.6,bu/ac
2011,305,Canola,35.3,bu/ac
2012,305,Canola,21,bu/ac
2013,305,Canola,39.7,bu/ac
2014,305,Canola,27.77,bu/ac
2015,305,Canola,38.67,bu/ac
2016,305,Canola,41.2,bu/ac
2017,305,Canola,47.64,bu/ac
2018,305,Canola,43.7,bu/ac
2019,305,Canola,49.2,bu/ac
2020,305,Canola,46.9,bu/ac
2021,305,Canola,31.8,bu/ac
2022,305,Canola,47.5,bu/ac
2023,305,Canola,53.9,bu/ac
2024,305,Canola,39.5,bu/ac
2025,305,Canola,49.9,bu/ac
1990,307,Canola,23.1,bu/ac
1991,307,Canola,23.5,bu/ac
1992,307,Canola,24.9,bu/ac
1993,307,Canola,20.8,bu/ac
1994,307,Canola,23.1,bu/ac
1995,307,Canola,17.8,bu/ac
1996,307,Canola,25.3,bu/ac
1997,307,Canola,22.8,bu/ac
1998,307,Canola,24,bu/ac
1999,307,Canola,27,bu/ac
2000,307,Canola,27.3,bu/ac
2001,307,Canola,16.6,bu/ac
2002,307,Canola,30,bu/ac
2003,307,Canola,22.4,bu/ac
2004,307,Canola,25.4,bu/ac
2005,307,Canola,28.6,bu/ac
2006,307,Canola,26.1,bu/ac
2007,307,Canola,23.4,bu/ac
2008,307,Canola,29.5,bu/ac
2009,307,Canola,34.7,bu/ac
2010,307,Canola,15.3,bu/ac
2011,307,Canola,30.6,bu/ac
2012,307,Canola,25.9,bu/ac
2013,307,Canola,43.1,bu/ac
2014,307,Canola,23.71,bu/ac
2015,307,Canola,36.48,bu/ac
2016,307,Canola,37.5,bu/ac
2017,307,Canola,38.72,bu/ac
2018,307,Canola,38.7,bu/ac
2019,307,Canola,41.1,bu/ac
2020,307,Canola,42.1,bu/ac
2021,307,Canola,27.1,bu/ac
2022,307,Canola,45,bu/ac
2023,307,Canola,44.5,bu/ac
2024,307,Canola,41.1,bu/ac
2025,307,Canola,47.2,bu/ac
1990,308,Canola,17.7,bu/ac
1991,308,Canola,18.1,bu/ac
1992,308,Canola,19.6,bu/ac
1993,308,Canola,23,bu/ac
1994,308,Canola,24.8,bu/ac
1995,308,Canola,17.4,bu/ac
1996,308,Canola,24.4,bu/ac
1997,308,Canola,21,bu/ac
1998,308,Canola,28.4,bu/ac
1999,308,Canola,24,bu/ac
2000,308,Canola,20.1,bu/ac
2001,308,Canola,20.3,bu/ac
2002,308,Canola,22.3,bu/ac
2003,308,Canola,21.5,bu/ac
2004,308,Canola,23.7,bu/ac
2005,308,Canola,35.7,bu/ac
2006,308,Canola,24.9,bu/ac
2007,308,Canola,24.6,bu/ac
2008,308,Canola,35.3,bu/ac
2009,308,Canola,36.9,bu/ac
2010,308,Canola,24.3,bu/ac
2011,308,Canola,33.7,bu/ac
2012,308,Canola,25.2,bu/ac
2013,308,Canola,37.4,bu/ac
2014,308,Canola,29.67,bu/ac
2015,308,Canola,35.68,bu/ac
2016,308,Canola,39.3,bu/ac
2017,308,Canola,46.56,bu/ac
2018,308,Canola,42.9,bu/ac
2019,308,Canola,49.3,bu/ac
2020,308,Canola,41.4,bu/ac
2021,308,Canola,23.3,bu/ac
2022,308,Canola,44.5,bu/ac
2023,308,Canola,47.3,bu/ac
2024,308,Canola,42.6,bu/ac
2025,308,Canola,47.6,bu/ac
1990,309,Canola,15.3,bu/ac
1991,309,Canola,12,bu/ac
1992,309,Canola,22,bu/ac
1993,309,Canola,28.7,bu/ac
1994,309,Canola,27.5,bu/ac
1995,309,Canola,19.4,bu/ac
1996,309,Canola,25.4,bu/ac
1997,309,Canola,21.4,bu/ac
1998,309,Canola,27.6,bu/ac
1999,309,Canola,32.3,bu/ac
2000,309,Canola,28.3,bu/ac
2001,309,Canola,19.8,bu/ac
2002,309,Canola,24.5,bu/ac
2003,309,Canola,32.8,bu/ac
2004,309,Canola,21.4,bu/ac
2005,309,Canola,37.3,bu/ac
2006,309,Canola,38.8,bu/ac
2007,309,Canola,32.8,bu/ac
2008,309,Canola,35,bu/ac
2009,309,Canola,38.9,bu/ac
2010,309,Canola,23.8,bu/ac
2011,309,Canola,37.4,bu/ac
2012,309,Canola,30.9,bu/ac
2013,309,Canola,40.5,bu/ac
2014,309,Canola,32.77,bu/ac
2015,309,Canola,41.94,bu/ac
2016,309,Canola,40.8,bu/ac
2017,309,Canola,40.52,bu/ac
2018,309,Canola,44.3,bu/ac
2019,309,Canola,50.4,bu/ac
2020,309,Canola,41.7,bu/ac
2021,309,Canola,24.2,bu/ac
2022,309,Canola,48.2,bu/ac
2023,309,Canola,48.9,bu/ac
2024,309,Canola,42.1,bu/ac
2025,309,Canola,47.4,bu/ac
1990,310,Canola,10,bu/ac
1991,310,Canola,11.9,bu/ac
1992,310,Canola,22.5,bu/ac
1993,310,Canola,26.6,bu/ac
1994,310,Canola,25.7,bu/ac
1995,310,Canola,19.9,bu/ac
1996,310,Canola,22.7,bu/ac
1997,310,Canola,17.7,bu/ac
1998,310,Canola,25.6,bu/ac
1999,310,Canola,28.9,bu/ac
2000,310,Canola,28.2,bu/ac
2001,310,Canola,20.1,bu/ac
2002,310,Canola,15.7,bu/ac
2003,310,Canola,26.2,bu/ac
2004,310,Canola,27.8,bu/ac
2005,310,Canola,40,bu/ac
2006,310,Canola,32.2,bu/ac
2007,310,Canola,25.7,bu/ac
2008,310,Canola,33.9,bu/ac
2009,310,Canola,37.9,bu/ac
2010,310,Canola,28.7,bu/ac
2011,310,Canola,35.2,bu/ac
2012,310,Canola,27.9,bu/ac
2013,310,Canola,42.9,bu/ac
2014,310,Canola,32.27,bu/ac
2015,310,Canola,41.18,bu/ac
2016,310,Canola,39.9,bu/ac
2017,310,Canola,38.95,bu/ac
2018,310,Canola,42.5,bu/ac
2019,310,Canola,45,bu/ac
2020,310,Canola,38.7,bu/ac
2021,310,Canola,19.4,bu/ac
2022,310,Canola,42.5,bu/ac
2023,310,Canola,43.7,bu/ac
2024,310,Canola,40.8,bu/ac
2025,310,Canola,45.9,bu/ac
1990,312,Canola,11.3,bu/ac
1991,312,Canola,20,bu/ac
1992,312,Canola,25,bu/ac
1993,312,Canola,25.9,bu/ac
1994,312,Canola,23.8,bu/ac
1995,312,Canola,20.3,bu/ac
1996,312,Canola,23.3,bu/ac
1997,312,Canola,17.2,bu/ac
1998,312,Canola,22.3,bu/ac
1999,312,Canola,21.2,bu/ac
2000,312,Canola,25.4,bu/ac
2001,312,Canola,16.7,bu/ac
2002,312,Canola,20.5,bu/ac
2003,312,Canola,24.8,bu/ac
2004,312,Canola,21.9,bu/ac
2005,312,Canola,31.7,bu/ac
2006,312,Canola,27.5,bu/ac
2007,312,Canola,25.6,bu/ac
2008,312,Canola,35.5,bu/ac
2009,312,Canola,36.7,bu/ac
2010,312,Canola,25.4,bu/ac
2011,312,Canola,35,bu/ac
2012,312,Canola,27.6,bu/ac
2013,312,Canola,36.5,bu/ac
2014,312,Canola,27.69,bu/ac
2015,312,Canola,37.37,bu/ac
2016,312,Canola,38.7,bu/ac
2017,312,Canola,36.97,bu/ac
2018,312,Canola,40.8,bu/ac
2019,312,Canola,41.2,bu/ac
2020,312,Canola,32.7,bu/ac
2021,312,Canola,15.6,bu/ac
2022,312,Canola,37.7,bu/ac
2023,312,Canola,31.4,bu/ac
2024,312,Canola,40.8,bu/ac
2025,312,Canola,42.2,bu/ac
1990,313,Canola,20,bu/ac
1991,313,Canola,11,bu/ac
1992,313,Canola,30,bu/ac
1993,313,Canola,35.1,bu/ac
1994,313,Canola,26.6,bu/ac
1995,313,Canola,22.3,bu/ac
1996,313,Canola,24.4,bu/ac
1997,313,Canola,18.7,bu/ac
1998,313,Canola,17.5,bu/ac
1999,313,Canola,23.7,bu/ac
2000,313,Canola,20.3,bu/ac
2001,313,Canola,11.4,bu/ac
2002,313,Canola,11.9,bu/ac
2003,313,Canola,21.3,bu/ac
2004,313,Canola,21.2,bu/ac
2005,313,Canola,32.3,bu/ac
2006,313,Canola,22.8,bu/ac
2007,313,Canola,21.2,bu/ac
2008,313,Canola,34.7,bu/ac
2009,313,Canola,31.9,bu/ac
2010,313,Canola,22.7,bu/ac
2011,313,Canola,33.1,bu/ac
2012,313,Canola,26.5,bu/ac
2013,313,Canola,34.2,bu/ac
2014,313,Canola,28.98,bu/ac
2015,313,Canola,32.88,bu/ac
2016,313,Canola,37.1,bu/ac
2017,313,Canola,35.82,bu/ac
2018,313,Canola,34.4,bu/ac
2019,313,Canola,44.3,bu/ac
2020,313,Canola,31.1,bu/ac
2021,313,Canola,12.4,bu/ac
2022,313,Canola,25.9,bu/ac
2023,313,Canola,26,bu/ac
2024,313,Canola,35.2,bu/ac
2025,313,Canola,44,bu/ac
1990,314,Canola,16,bu/ac
1991,314,Canola,25,bu/ac
1992,314,Canola,33.5,bu/ac
1993,314,Canola,36,bu/ac
1994,314,Canola,27,bu/ac
1995,314,Canola,16,bu/ac
1996,314,Canola,28.6,bu/ac
1997,314,Canola,21.4,bu/ac
1998,314,Canola,19.3,bu/ac
1999,314,Canola,25,bu/ac
2000,314,Canola,28,bu/ac
2001,314,Canola,15.4,bu/ac
2002,314,Canola,17.5,bu/ac
2003,314,Canola,22.4,bu/ac
2004,314,Canola,27.1,bu/ac
2005,314,Canola,28.1,bu/ac
2006,314,Canola,27.5,bu/ac
2007,314,Canola,21.4,bu/ac
2008,314,Canola,25.6,bu/ac
2009,314,Canola,29.5,bu/ac
2010,314,Canola,28,bu/ac
2011,314,Canola,34.6,bu/ac
2012,314,Canola,23.5,bu/ac
2013,314,Canola,37.6,bu/ac
2014,314,Canola,35.44,bu/ac
2015,314,Canola,40.72,bu/ac
2016,314,Canola,44,bu/ac
2017,314,Canola,32.64,bu/ac
2018,314,Canola,33,bu/ac
2019,314,Canola,34,bu/ac
2020,314,Canola,43.3,bu/ac
2021,314,Canola,12.8,bu/ac
2022,314,Canola,28.7,bu/ac
2023,314,Canola,26.4,bu/ac
2024,314,Canola,34,bu/ac
2025,314,Canola,45.5,bu/ac
1990,315,Canola,30.6,bu/ac
1991,315,Canola,19.7,bu/ac
1992,315,Canola,30,bu/ac
1993,315,Canola,29.6,bu/ac
1994,315,Canola,29.4,bu/ac
1995,315,Canola,22.6,bu/ac
1996,315,Canola,27.7,bu/ac
1997,315,Canola,20.5,bu/ac
1998,315,Canola,25.5,bu/ac
1999,315,Canola,33.6,bu/ac
2000,315,Canola,28.5,bu/ac
2001,315,Canola,13.5,bu/ac
2002,315,Canola,11.4,bu/ac
2003,315,Canola,16.2,bu/ac
2004,315,Canola,26,bu/ac
2005,315,Canola,35.9,bu/ac
2006,315,Canola,24.5,bu/ac
2007,315,Canola,28.3,bu/ac
2008,315,Canola,31.2,bu/ac
2009,315,Canola,37.1,bu/ac
2010,315,Canola,40.2,bu/ac
2011,315,Canola,40.8,bu/ac
2012,315,Canola,25.6,bu/ac
2013,315,Canola,51.3,bu/ac
2014,315,Canola,46.09,bu/ac
2015,315,Canola,46.58,bu/ac
2016,315,Canola,46.1,bu/ac
2017,315,Canola,40.12,bu/ac
2018,315,Canola,37,bu/ac
2019,315,Canola,45.7,bu/ac
2020,315,Canola,37.1,bu/ac
2021,315,Canola,15.2,bu/ac
2022,315,Canola,19.9,bu/ac
2023,315,Canola,21.8,bu/ac
2024,315,Canola,32.7,bu/ac
2025,315,Canola,54,bu/ac
1990,316,Canola,10.2,bu/ac
1991,316,Canola,21.6,bu/ac
1992,316,Canola,22,bu/ac
1993,316,Canola,25,bu/ac
1994,316,Canola,30,bu/ac
1995,316,Canola,18,bu/ac
1996,316,Canola,20,bu/ac
1997,316,Canola,8.6,bu/ac
1998,316,Canola,10.5,bu/ac
1999,316,Canola,32.4,bu/ac
2000,316,Canola,32.5,bu/ac
2001,316,Canola,24.2,bu/ac
2002,316,Canola,12.6,bu/ac
2003,316,Canola,12.6,bu/ac
2004,316,Canola,22.8,bu/ac
2005,316,Canola,41.1,bu/ac
2006,316,Canola,31.7,bu/ac
2007,316,Canola,31.1,bu/ac
2008,316,Canola,32.1,bu/ac
2009,316,Canola,37.4,bu/ac
2010,316,Canola,34.6,bu/ac
2011,316,Canola,34.7,bu/ac
2012,316,Canola,24.6,bu/ac
2013,316,Canola,48.1,bu/ac
2014,316,Canola,40.45,bu/ac
2015,316,Canola,39.73,bu/ac
2016,316,Canola,44.7,bu/ac
2017,316,Canola,37.08,bu/ac
2018,316,Canola,34.5,bu/ac
2019,316,Canola,42.1,bu/ac
2020,316,Canola,38,bu/ac
2021,316,Canola,12.5,bu/ac
2022,316,Canola,12,bu/ac
2023,316,Canola,25.5,bu/ac
2024,316,Canola,33.8,bu/ac
2025,316,Canola,54.2,bu/ac
1990,317,Canola,20,bu/ac
1991,317,Canola,20.1,bu/ac
1992,317,Canola,18,bu/ac
1993,317,Canola,28.3,bu/ac
1994,317,Canola,27.3,bu/ac
1995,317,Canola,15.2,bu/ac
1996,317,Canola,22.9,bu/ac
1997,317,Canola,18.5,bu/ac
1998,317,Canola,12.3,bu/ac
1999,317,Canola,29.2,bu/ac
2000,317,Canola,28,bu/ac
2001,317,Canola,14.6,bu/ac
2002,317,Canola,12,bu/ac
2003,317,Canola,11.9,bu/ac
2004,317,Canola,25.4,bu/ac
2005,317,Canola,36.9,bu/ac
2006,317,Canola,26.9,bu/ac
2007,317,Canola,26.2,bu/ac
2008,317,Canola,27.7,bu/ac
2009,317,Canola,36.1,bu/ac
2010,317,Canola,31.5,bu/ac
2011,317,Canola,36.9,bu/ac
2012,317,Canola,24.7,bu/ac
2013,317,Canola,44.3,bu/ac
2014,317,Canola,32.12,bu/ac
2015,317,Canola,34.62,bu/ac
2016,317,Canola,37.8,bu/ac
2017,317,Canola,37.27,bu/ac
2018,317,Canola,42.7,bu/ac
2019,317,Canola,41.1,bu/ac
2020,317,Canola,33.9,bu/ac
2021,317,Canola,14.5,bu/ac
2022,317,Canola,21.4,bu/ac
2023,317,Canola,26.4,bu/ac
2024,317,Canola,36.7,bu/ac
2025,317,Canola,54.3,bu/ac
1990,318,Canola,18.5,bu/ac
1991,318,Canola,23,bu/ac
1992,318,Canola,20,bu/ac
1993,318,Canola,30,bu/ac
1994,318,Canola,25.1,bu/ac
1995,318,Canola,20.8,bu/ac
1996,318,Canola,28.8,bu/ac
1997,318,Canola,21,bu/ac
1998,318,Canola,12.2,bu/ac
1999,318,Canola,25.8,bu/ac
2000,318,Canola,25.3,bu/ac
2001,318,Canola,9.7,bu/ac
2003,318,Canola,16,bu/ac
2004,318,Canola,29.1,bu/ac
2005,318,Canola,37.6,bu/ac
2006,318,Canola,28.7,bu/ac
2007,318,Canola,26.8,bu/ac
2008,318,Canola,35,bu/ac
2009,318,Canola,39.8,bu/ac
2010,318,Canola,31.9,bu/ac
2011,318,Canola,39,bu/ac
2012,318,Canola,26,bu/ac
2013,318,Canola,40.4,bu/ac
2014,318,Canola,29.69,bu/ac
2015,318,Canola,38.62,bu/ac
2016,318,Canola,42.2,bu/ac
2017,318,Canola,44.29,bu/ac
2018,318,Canola,39.4,bu/ac
2019,318,Canola,42.3,bu/ac
2020,318,Canola,41.1,bu/ac
2021,318,Canola,14.7,bu/ac
2022,318,Canola,20.1,bu/ac
2023,318,Canola,24,bu/ac
2024,318,Canola,37,bu/ac
2025,318,Canola,51.8,bu/ac
1992,319,Canola,30,bu/ac
1993,319,Canola,27.3,bu/ac
1994,319,Canola,25.5,bu/ac
1995,319,Canola,17.7,bu/ac
1996,319,Canola,27.1,bu/ac
1997,319,Canola,20.5,bu/ac
1998,319,Canola,19.8,bu/ac
1999,319,Canola,28.9,bu/ac
2000,319,Canola,18.7,bu/ac
2001,319,Canola,14.8,bu/ac
2002,319,Canola,8.7,bu/ac
2003,319,Canola,12.3,bu/ac
2004,319,Canola,20.5,bu/ac
2005,319,Canola,24,bu/ac
2006,319,Canola,28.2,bu/ac
2007,319,Canola,22,bu/ac
2008,319,Canola,27.8,bu/ac
2009,319,Canola,31.8,bu/ac
2010,319,Canola,29.7,bu/ac
2011,319,Canola,30.3,bu/ac
2012,319,Canola,22.7,bu/ac
2013,319,Canola,40.1,bu/ac
2014,319,Canola,35.42,bu/ac
2015,319,Canola,33.56,bu/ac
2016,319,Canola,40.2,bu/ac
2017,319,Canola,40.22,bu/ac
2018,319,Canola,37.5,bu/ac
2019,319,Canola,37.9,bu/ac
2020,319,Canola,42.9,bu/ac
2021,319,Canola,15.9,bu/ac
2022,319,Canola,27,bu/ac
2023,319,Canola,26.3,bu/ac
2024,319,Canola,34.2,bu/ac
2025,319,Canola,47.8,bu/ac
1990,320,Canola,10,bu/ac
1991,320,Canola,15,bu/ac
1992,320,Canola,20.4,bu/ac
1993,320,Canola,20,bu/ac
1994,320,Canola,19.7,bu/ac
1995,320,Canola,14,bu/ac
1996,320,Canola,22.1,bu/ac
1997,320,Canola,21,bu/ac
1998,320,Canola,21,bu/ac
1999,320,Canola,23.3,bu/ac
2000,320,Canola,13.3,bu/ac
2001,320,Canola,9.6,bu/ac
2002,320,Canola,5.1,bu/ac
2003,320,Canola,11.9,bu/ac
2004,320,Canola,44,bu/ac
2005,320,Canola,33.9,bu/ac
2006,320,Canola,25.7,bu/ac
2007,320,Canola,17.3,bu/ac
2008,320,Canola,30.4,bu/ac
2009,320,Canola,28.8,bu/ac
2010,320,Canola,37.9,bu/ac
2011,320,Canola,34.4,bu/ac
2012,320,Canola,20.4,bu/ac
2013,320,Canola,40.7,bu/ac
2014,320,Canola,34.81,bu/ac
2015,320,Canola,29.81,bu/ac
2016,320,Canola,40,bu/ac
2017,320,Canola,32.35,bu/ac
2018,320,Canola,35.1,bu/ac
2019,320,Canola,21.8,bu/ac
2020,320,Canola,37.2,bu/ac
2021,320,Canola,15.6,bu/ac
2022,320,Canola,34,bu/ac
2023,320,Canola,25.3,bu/ac
2024,320,Canola,31.8,bu/ac
2025,320,Canola,47.9,bu/ac
1993,321,Canola,20,bu/ac
1994,321,Canola,25.1,bu/ac
1995,321,Canola,19.6,bu/ac
1996,321,Canola,20,bu/ac
1997,321,Canola,15.4,bu/ac
